City,Timestamp,AQI,PM2.5,PM10,CO,NO2,SO2,O3,Latitude,Longitude
Hyderabad,2025-06-24 06:04:52,233,189.57,314.8,2.39,102.35,15.16,52.27,17.385,78.4867
Hyderabad,2025-06-24 23:04:52,191,146.51,251.51,0.53,35.26,42.71,72.26,17.385,78.4867
Hyderabad,2025-06-28 18:04:52,253,199.3,311.02,0.39,145.58,88.13,76.44,17.385,78.4867
Hyderabad,2025-06-24 04:04:52,105,145.65,93.7,1.99,96.71,7.42,111.24,17.385,78.4867
Hyderabad,2025-06-29 08:04:52,139,249.27,23.59,0.78,183.28,141.64,162.78,17.385,78.4867
Hyderabad,2025-06-24 09:04:52,302,273.15,347.37,2.44,77.5,100.68,76.1,17.385,78.4867
Hyderabad,2025-06-28 00:04:52,107,168.73,27.46,0.94,199.73,23.94,150.37,17.385,78.4867
Hyderabad,2025-06-27 08:04:52,254,145.64,339.0,0.45,137.49,29.04,122.31,17.385,78.4867
Hyderabad,2025-06-24 06:04:52,225,231.67,256.83,0.66,179.3,76.7,55.3,17.385,78.4867
Hyderabad,2025-06-28 20:04:52,61,54.89,103.95,0.99,113.85,139.96,176.28,17.385,78.4867
Hyderabad,2025-06-24 15:04:52,33,21.19,42.95,1.41,149.03,79.82,147.93,17.385,78.4867
Hyderabad,2025-06-28 23:04:52,82,94.87,57.16,0.87,15.15,118.82,21.9,17.385,78.4867
Hyderabad,2025-06-27 18:04:52,218,167.83,237.21,0.98,127.45,147.69,121.22,17.385,78.4867
Hyderabad,2025-06-26 22:04:52,207,47.11,340.92,2.1,55.51,107.5,123.09,17.385,78.4867
Hyderabad,2025-06-28 15:04:52,226,167.98,304.21,2.17,105.34,142.33,7.49,17.385,78.4867
Hyderabad,2025-06-23 09:04:52,206,181.2,236.28,1.77,178.33,111.12,162.27,17.385,78.4867
Hyderabad,2025-06-26 19:04:52,262,236.41,249.61,2.3,110.35,79.16,35.66,17.385,78.4867
Hyderabad,2025-06-24 20:04:52,117,51.2,154.28,2.08,9.34,51.79,9.35,17.385,78.4867
Hyderabad,2025-06-28 05:04:52,178,217.14,159.51,1.03,103.85,36.89,128.29,17.385,78.4867
Hyderabad,2025-06-27 18:04:52,206,161.46,280.66,1.28,23.53,48.78,116.73,17.385,78.4867
Hyderabad,2025-06-23 07:04:52,264,282.54,285.99,2.26,52.8,15.25,135.11,17.385,78.4867
Hyderabad,2025-06-29 01:04:52,168,50.36,283.42,0.86,15.23,41.27,133.82,17.385,78.4867
Hyderabad,2025-06-29 12:04:52,221,84.96,375.82,2.35,84.66,8.15,135.24,17.385,78.4867
Hyderabad,2025-06-24 05:04:52,122,66.34,151.42,2.04,96.55,149.69,9.48,17.385,78.4867
Hyderabad,2025-06-23 18:04:52,114,20.2,220.35,2.12,161.77,122.54,55.79,17.385,78.4867
Hyderabad,2025-06-25 21:04:52,218,271.3,167.85,0.53,116.74,104.42,25.32,17.385,78.4867
Hyderabad,2025-06-24 20:04:52,225,43.14,392.07,1.2,64.24,4.23,26.33,17.385,78.4867
Hyderabad,2025-06-25 02:04:52,321,283.36,384.91,1.37,191.47,8.93,35.75,17.385,78.4867
Hyderabad,2025-06-25 00:04:52,200,211.79,220.55,1.08,19.96,47.33,44.56,17.385,78.4867
Hyderabad,2025-06-29 23:04:52,267,185.42,380.57,2.0,6.54,51.2,177.15,17.385,78.4867
Hyderabad,2025-06-28 14:04:52,293,237.22,381.34,0.59,24.51,54.73,178.59,17.385,78.4867
Hyderabad,2025-06-23 18:04:52,236,293.15,163.6,0.57,130.45,94.17,124.11,17.385,78.4867
Hyderabad,2025-06-23 18:04:52,201,10.57,359.79,1.66,107.29,108.11,42.26,17.385,78.4867
Hyderabad,2025-06-23 07:04:52,239,88.87,387.79,2.29,115.74,79.61,170.31,17.385,78.4867
Hyderabad,2025-06-28 08:04:52,217,210.93,192.09,1.24,187.73,119.02,154.17,17.385,78.4867
Hyderabad,2025-06-29 06:04:52,123,158.51,90.1,1.29,170.35,85.3,108.07,17.385,78.4867
Hyderabad,2025-06-29 05:04:52,188,30.21,350.72,2.12,23.65,120.21,173.32,17.385,78.4867
Hyderabad,2025-06-23 09:04:52,146,76.8,253.67,1.77,49.78,66.78,162.51,17.385,78.4867
Hyderabad,2025-06-29 15:04:52,139,281.6,21.85,1.78,196.94,139.41,113.11,17.385,78.4867
Hyderabad,2025-06-29 10:04:52,99,82.78,156.42,2.2,127.56,88.35,101.44,17.385,78.4867
Hyderabad,2025-06-28 07:04:52,270,257.3,281.6,1.1,81.55,83.06,125.5,17.385,78.4867
Hyderabad,2025-06-27 13:04:52,253,170.04,309.22,1.43,26.87,74.05,128.92,17.385,78.4867
Hyderabad,2025-06-27 06:04:52,189,156.15,221.2,0.31,99.94,135.77,111.48,17.385,78.4867
Hyderabad,2025-06-29 06:04:52,151,137.92,140.97,0.87,157.79,92.48,38.2,17.385,78.4867
Hyderabad,2025-06-26 07:04:52,132,185.74,117.42,0.55,115.38,58.73,28.66,17.385,78.4867
Hyderabad,2025-06-25 00:04:52,61,98.02,43.1,2.01,75.65,142.01,10.4,17.385,78.4867
Hyderabad,2025-06-29 03:04:52,326,276.66,346.34,2.26,42.27,80.03,27.54,17.385,78.4867
Hyderabad,2025-06-26 12:04:52,218,33.74,390.32,0.79,56.79,148.9,9.92,17.385,78.4867
Hyderabad,2025-06-29 16:04:52,89,44.15,128.01,0.82,126.12,66.18,41.57,17.385,78.4867
Hyderabad,2025-06-24 01:04:52,162,17.13,277.65,0.31,131.88,71.84,19.45,17.385,78.4867
Hyderabad,2025-06-23 20:04:52,190,104.81,298.72,0.27,110.3,16.66,108.81,17.385,78.4867
Hyderabad,2025-06-29 04:04:52,243,81.59,387.29,1.32,124.3,40.85,122.71,17.385,78.4867
Hyderabad,2025-06-27 19:04:52,196,64.46,296.97,2.23,76.44,60.77,18.97,17.385,78.4867
Hyderabad,2025-06-24 00:04:52,50,84.07,21.17,0.34,7.13,41.58,9.5,17.385,78.4867
Hyderabad,2025-06-29 08:04:52,142,154.76,162.53,0.43,47.66,125.85,26.76,17.385,78.4867
Hyderabad,2025-06-24 20:04:52,196,222.1,168.56,1.31,103.79,104.94,169.13,17.385,78.4867
Hyderabad,2025-06-29 00:04:52,159,81.32,208.69,1.07,163.29,58.11,62.74,17.385,78.4867
Hyderabad,2025-06-24 12:04:52,228,260.85,181.78,1.6,136.38,17.61,8.31,17.385,78.4867
Hyderabad,2025-06-23 16:04:52,114,200.8,36.71,2.35,37.62,127.19,8.6,17.385,78.4867
Hyderabad,2025-06-28 06:04:52,174,268.52,98.81,1.99,147.93,4.07,88.64,17.385,78.4867
Hyderabad,2025-06-27 06:04:52,33,44.78,20.44,2.35,16.63,10.55,89.3,17.385,78.4867
Hyderabad,2025-06-26 11:04:52,226,281.31,180.53,1.46,136.81,120.17,103.45,17.385,78.4867
Hyderabad,2025-06-25 13:04:52,140,36.58,234.75,0.79,129.88,143.1,112.86,17.385,78.4867
Hyderabad,2025-06-26 06:04:52,128,98.35,149.09,0.57,177.9,38.32,22.96,17.385,78.4867
Hyderabad,2025-06-29 18:04:52,212,281.75,117.37,2.15,175.29,5.8,173.57,17.385,78.4867
Hyderabad,2025-06-28 04:04:52,164,91.29,214.58,1.43,37.52,98.48,14.28,17.385,78.4867
Hyderabad,2025-06-27 03:04:52,109,145.46,36.47,1.13,40.69,10.52,79.75,17.385,78.4867
Hyderabad,2025-06-25 00:04:52,333,297.73,392.49,1.31,79.79,92.52,116.65,17.385,78.4867
Hyderabad,2025-06-28 20:04:52,254,256.84,253.49,0.87,126.03,79.41,19.53,17.385,78.4867
Hyderabad,2025-06-28 05:04:52,105,106.21,136.57,0.63,197.47,133.4,165.23,17.385,78.4867
Hyderabad,2025-06-27 03:04:52,176,168.56,202.22,2.14,36.76,136.6,143.87,17.385,78.4867
Hyderabad,2025-06-29 10:04:52,53,75.25,45.29,0.11,50.01,2.77,122.72,17.385,78.4867
Hyderabad,2025-06-23 21:04:52,287,238.55,323.97,0.66,173.87,70.22,139.97,17.385,78.4867
Hyderabad,2025-06-26 15:04:52,272,289.45,227.64,0.25,10.06,135.15,175.74,17.385,78.4867
Hyderabad,2025-06-23 13:04:52,105,115.28,94.88,1.83,155.53,109.85,26.46,17.385,78.4867
Hyderabad,2025-06-26 19:04:52,41,22.81,78.31,2.34,35.01,36.93,159.28,17.385,78.4867
Hyderabad,2025-06-27 02:04:52,266,158.2,392.7,0.73,143.2,41.42,176.66,17.385,78.4867
Hyderabad,2025-06-25 12:04:52,107,203.94,21.33,1.4,132.71,95.12,152.26,17.385,78.4867
Hyderabad,2025-06-25 12:04:52,58,30.29,68.96,0.76,170.24,132.81,91.59,17.385,78.4867
Hyderabad,2025-06-23 09:04:52,182,120.3,236.38,0.71,105.42,149.04,131.61,17.385,78.4867
Hyderabad,2025-06-29 23:04:52,196,48.53,352.52,0.55,12.25,9.52,170.97,17.385,78.4867
Hyderabad,2025-06-28 07:04:52,171,11.2,313.55,1.64,137.06,99.58,170.8,17.385,78.4867
Hyderabad,2025-06-28 15:04:52,108,21.17,211.03,1.3,84.08,103.42,50.38,17.385,78.4867
Hyderabad,2025-06-24 20:04:52,236,247.06,238.66,0.96,85.76,92.47,118.55,17.385,78.4867
Hyderabad,2025-06-27 12:04:52,133,45.29,237.8,1.72,126.08,64.66,132.91,17.385,78.4867
Hyderabad,2025-06-25 21:04:52,242,116.43,398.53,1.72,151.53,67.43,79.94,17.385,78.4867
Hyderabad,2025-06-26 02:04:52,30,71.43,24.59,1.51,116.25,30.44,169.45,17.385,78.4867
Hyderabad,2025-06-30 03:04:52,329,269.69,370.77,0.28,197.13,100.88,91.91,17.385,78.4867
Hyderabad,2025-06-25 02:04:52,171,134.12,240.63,0.97,136.09,105.14,52.73,17.385,78.4867
Hyderabad,2025-06-29 21:04:52,275,168.16,364.78,2.13,50.71,69.75,157.47,17.385,78.4867
Hyderabad,2025-06-28 12:04:52,107,142.04,50.08,0.41,81.91,84.41,41.05,17.385,78.4867
Hyderabad,2025-06-23 05:04:52,322,290.28,329.21,2.16,151.71,87.59,18.23,17.385,78.4867
Hyderabad,2025-06-24 06:04:52,39,72.72,20.74,0.65,42.49,82.19,78.21,17.385,78.4867
Hyderabad,2025-06-23 17:04:52,207,162.16,283.87,2.21,195.96,2.16,161.82,17.385,78.4867
Hyderabad,2025-06-30 03:04:52,178,47.73,306.21,1.54,175.24,24.46,140.34,17.385,78.4867
Hyderabad,2025-06-24 03:04:52,141,106.23,141.11,1.06,45.55,36.75,46.35,17.385,78.4867
Hyderabad,2025-06-26 05:04:52,138,61.38,204.08,2.36,145.82,71.54,31.58,17.385,78.4867
Hyderabad,2025-06-25 16:04:52,106,66.1,159.91,2.13,162.63,41.51,57.51,17.385,78.4867
Hyderabad,2025-06-25 21:04:52,140,88.86,160.26,2.44,94.07,68.28,136.59,17.385,78.4867
Hyderabad,2025-06-24 13:04:52,217,208.27,256.79,0.34,185.52,84.74,28.86,17.385,78.4867
Hyderabad,2025-06-24 01:04:52,82,137.04,20.43,2.49,115.29,28.23,21.48,17.385,78.4867
Hyderabad,2025-06-23 10:04:52,217,133.73,281.5,2.29,137.55,94.68,82.36,17.385,78.4867
Hyderabad,2025-06-25 10:04:52,62,65.81,65.46,0.55,20.83,65.46,161.63,17.385,78.4867
Hyderabad,2025-06-28 14:04:52,40,77.91,38.26,1.71,122.12,65.1,40.64,17.385,78.4867
Hyderabad,2025-06-25 14:04:52,211,267.92,158.08,1.26,64.51,39.9,142.95,17.385,78.4867
Hyderabad,2025-06-26 02:04:52,284,264.97,300.5,2.42,181.62,106.36,141.97,17.385,78.4867
Hyderabad,2025-06-23 04:04:52,174,190.75,138.45,2.43,121.11,52.58,174.71,17.385,78.4867
Hyderabad,2025-06-24 14:04:52,230,72.45,377.01,0.82,30.38,136.98,116.59,17.385,78.4867
Hyderabad,2025-06-29 14:04:52,258,239.94,273.66,2.12,18.51,57.53,24.61,17.385,78.4867
Hyderabad,2025-06-23 05:04:52,75,95.3,32.77,2.45,92.27,119.61,140.19,17.385,78.4867
Pune,2025-06-29 17:04:52,187,59.8,281.55,0.29,140.92,78.89,20.95,18.5204,73.8567
Pune,2025-06-23 23:04:52,173,140.53,237.47,0.81,130.71,119.24,33.62,18.5204,73.8567
Pune,2025-06-27 08:04:52,217,158.39,243.87,2.45,128.47,6.22,123.51,18.5204,73.8567
Pune,2025-06-30 04:04:52,153,188.35,153.37,0.18,60.04,45.66,19.49,18.5204,73.8567
Pune,2025-06-25 12:04:52,296,266.79,310.1,0.41,169.53,28.78,27.39,18.5204,73.8567
Pune,2025-06-24 23:04:52,276,295.27,260.88,2.45,6.18,149.68,160.95,18.5204,73.8567
Pune,2025-06-27 13:04:52,51,39.93,36.91,1.5,77.68,12.61,90.58,18.5204,73.8567
Pune,2025-06-24 18:04:52,72,80.39,60.9,2.04,98.06,42.96,132.79,18.5204,73.8567
Pune,2025-06-29 06:04:52,166,84.08,252.75,1.32,134.29,136.7,123.42,18.5204,73.8567
Pune,2025-06-24 05:04:52,124,160.0,125.03,1.48,24.78,63.91,96.21,18.5204,73.8567
Pune,2025-06-27 04:04:52,138,206.12,62.78,1.89,23.44,4.66,26.36,18.5204,73.8567
Pune,2025-06-27 17:04:52,149,200.83,132.81,0.73,68.58,18.31,82.16,18.5204,73.8567
Pune,2025-06-28 17:04:52,221,57.34,347.4,2.31,175.65,98.23,107.98,18.5204,73.8567
Pune,2025-06-27 09:04:52,301,288.86,352.45,0.44,179.62,74.83,129.98,18.5204,73.8567
Pune,2025-06-23 04:04:52,186,212.15,161.38,0.96,37.63,6.85,78.2,18.5204,73.8567
Pune,2025-06-23 22:04:52,182,292.15,71.06,2.36,83.17,108.6,144.45,18.5204,73.8567
Pune,2025-06-27 03:04:52,285,180.84,381.54,1.14,88.0,81.5,57.64,18.5204,73.8567
Pune,2025-06-25 17:04:52,221,186.3,258.73,0.93,172.54,140.7,74.8,18.5204,73.8567
Pune,2025-06-28 07:04:52,147,202.14,103.06,1.4,111.64,121.07,102.22,18.5204,73.8567
Pune,2025-06-27 06:04:52,188,97.38,263.56,2.39,121.73,33.72,74.57,18.5204,73.8567
Pune,2025-06-24 20:04:52,122,160.22,62.4,1.2,99.5,125.74,75.82,18.5204,73.8567
Pune,2025-06-29 19:04:52,278,204.49,368.4,1.45,41.3,91.9,31.34,18.5204,73.8567
Pune,2025-06-24 08:04:52,184,90.9,305.27,1.83,55.98,81.1,31.67,18.5204,73.8567
Pune,2025-06-24 16:04:52,230,79.85,346.24,0.97,164.92,25.08,145.97,18.5204,73.8567
Pune,2025-06-28 18:04:52,191,39.48,361.31,0.25,11.27,64.83,112.77,18.5204,73.8567
Pune,2025-06-24 16:04:52,137,132.52,168.76,1.68,32.79,143.76,132.54,18.5204,73.8567
Pune,2025-06-25 15:04:52,111,159.84,92.54,2.15,129.05,127.56,47.93,18.5204,73.8567
Pune,2025-06-24 10:04:52,173,200.71,128.63,0.67,30.6,128.04,175.14,18.5204,73.8567
Pune,2025-06-30 02:04:52,233,125.41,311.57,1.26,70.23,139.12,18.29,18.5204,73.8567
Pune,2025-06-28 19:04:52,303,201.11,395.45,1.14,68.58,137.86,46.15,18.5204,73.8567
Pune,2025-06-25 09:04:52,157,267.04,35.1,0.88,136.58,50.43,51.54,18.5204,73.8567
Pune,2025-06-24 23:04:52,109,119.22,97.41,0.67,108.04,126.43,164.17,18.5204,73.8567
Pune,2025-06-29 17:04:52,111,62.57,142.46,0.18,163.12,119.31,97.6,18.5204,73.8567
Pune,2025-06-29 20:04:52,175,179.62,140.35,1.81,61.83,149.88,38.74,18.5204,73.8567
Pune,2025-06-26 10:04:52,60,83.37,60.82,1.54,98.25,54.18,164.44,18.5204,73.8567
Pune,2025-06-29 16:04:52,186,285.52,67.11,1.37,106.9,51.71,133.98,18.5204,73.8567
Pune,2025-06-28 08:04:52,225,271.53,143.68,2.36,42.93,49.11,116.29,18.5204,73.8567
Pune,2025-06-29 05:04:52,167,258.61,95.96,0.72,124.67,62.26,129.31,18.5204,73.8567
Pune,2025-06-23 10:04:52,262,246.92,279.17,0.9,59.99,130.32,92.93,18.5204,73.8567
Pune,2025-06-28 21:04:52,279,262.05,305.43,1.1,83.89,14.31,110.19,18.5204,73.8567
Pune,2025-06-26 04:04:52,224,42.83,366.73,1.33,113.35,24.06,97.49,18.5204,73.8567
Pune,2025-06-23 06:04:52,130,138.95,146.09,0.33,134.83,2.96,12.11,18.5204,73.8567
Pune,2025-06-28 08:04:52,208,196.37,257.45,1.46,168.66,40.86,88.81,18.5204,73.8567
Pune,2025-06-27 23:04:52,138,107.51,193.53,2.28,38.83,50.4,79.1,18.5204,73.8567
Pune,2025-06-28 13:04:52,193,102.88,322.34,1.22,76.71,132.91,110.09,18.5204,73.8567
Pune,2025-06-29 22:04:52,47,23.3,49.59,1.37,119.39,124.36,58.54,18.5204,73.8567
Pune,2025-06-23 22:04:52,107,130.58,123.36,1.54,131.66,82.86,55.91,18.5204,73.8567
Pune,2025-06-29 05:04:52,173,139.45,184.43,1.52,195.65,104.39,45.56,18.5204,73.8567
Pune,2025-06-27 12:04:52,250,150.56,333.66,1.39,30.68,42.72,14.54,18.5204,73.8567
Pune,2025-06-25 12:04:52,82,77.62,64.3,1.93,170.38,12.43,101.08,18.5204,73.8567
Pune,2025-06-26 05:04:52,166,18.65,352.5,1.28,91.66,38.0,173.82,18.5204,73.8567
Pune,2025-06-28 11:04:52,247,121.4,370.18,2.4,105.18,15.84,11.44,18.5204,73.8567
Pune,2025-06-28 15:04:52,187,43.81,328.48,2.29,138.78,102.41,84.65,18.5204,73.8567
Pune,2025-06-28 07:04:52,143,195.56,111.11,0.34,195.23,112.0,62.5,18.5204,73.8567
Pune,2025-06-23 09:04:52,47,68.69,51.35,1.45,26.7,90.37,59.7,18.5204,73.8567
Pune,2025-06-26 09:04:52,219,85.52,340.72,2.33,50.13,18.63,165.94,18.5204,73.8567
Pune,2025-06-26 13:04:52,181,65.63,271.0,1.0,118.25,114.59,50.92,18.5204,73.8567
Pune,2025-06-27 22:04:52,217,227.87,171.18,2.44,15.11,45.05,152.49,18.5204,73.8567
Pune,2025-06-28 00:04:52,174,170.61,149.73,1.77,93.15,90.31,171.22,18.5204,73.8567
Pune,2025-06-25 04:04:52,97,39.42,135.05,1.08,14.94,56.6,179.72,18.5204,73.8567
Pune,2025-06-25 16:04:52,95,33.01,128.14,1.13,126.13,107.43,61.18,18.5204,73.8567
Pune,2025-06-26 21:04:52,229,185.31,242.21,2.16,29.79,94.26,168.28,18.5204,73.8567
Pune,2025-06-24 09:04:52,124,38.49,244.15,2.12,77.95,81.61,95.69,18.5204,73.8567
Pune,2025-06-29 19:04:52,213,195.14,265.28,1.34,123.02,6.29,124.37,18.5204,73.8567
Pune,2025-06-29 06:04:52,268,231.83,270.47,1.75,118.91,116.84,159.62,18.5204,73.8567
Pune,2025-06-28 22:04:52,135,133.77,140.89,2.03,102.48,11.74,120.52,18.5204,73.8567
Pune,2025-06-29 12:04:52,273,297.84,282.68,0.57,196.71,87.07,142.09,18.5204,73.8567
Pune,2025-06-27 21:04:52,233,172.13,260.78,0.21,63.87,104.52,65.15,18.5204,73.8567
Pune,2025-06-28 00:04:52,153,245.57,36.08,1.39,103.15,58.77,68.22,18.5204,73.8567
Pune,2025-06-27 11:04:52,257,234.54,314.55,1.46,132.83,51.88,109.19,18.5204,73.8567
Pune,2025-06-28 16:04:52,143,16.5,236.23,2.35,138.64,93.06,27.52,18.5204,73.8567
Pune,2025-06-30 04:04:52,237,192.87,317.73,1.05,150.65,110.53,159.22,18.5204,73.8567
Pune,2025-06-25 04:04:52,164,256.31,38.59,1.77,111.17,63.35,61.88,18.5204,73.8567
Pune,2025-06-29 17:04:52,216,90.65,307.54,0.57,39.44,20.68,139.11,18.5204,73.8567
Pune,2025-06-27 10:04:52,197,33.98,346.83,1.92,163.39,103.59,111.16,18.5204,73.8567
Pune,2025-06-28 03:04:52,110,65.98,147.93,1.87,173.32,51.95,163.07,18.5204,73.8567
Pune,2025-06-25 07:04:52,149,131.65,134.77,2.48,76.38,130.04,147.84,18.5204,73.8567
Pune,2025-06-30 00:04:52,182,51.85,332.11,2.2,101.89,2.58,170.1,18.5204,73.8567
Pune,2025-06-25 03:04:52,162,109.36,217.77,1.83,93.73,112.57,97.71,18.5204,73.8567
Pune,2025-06-26 16:04:52,145,194.73,103.44,0.5,58.14,44.68,172.79,18.5204,73.8567
Pune,2025-06-25 13:04:52,240,257.18,246.86,1.53,158.51,140.9,38.77,18.5204,73.8567
Pune,2025-06-28 15:04:52,147,205.5,90.01,0.11,37.08,91.63,121.09,18.5204,73.8567
Pune,2025-06-27 13:04:52,165,253.32,80.47,2.0,141.71,70.29,128.67,18.5204,73.8567
Pune,2025-06-24 01:04:52,265,101.78,398.1,1.74,54.83,25.78,136.98,18.5204,73.8567
Pune,2025-06-25 18:04:52,105,158.46,32.32,1.75,148.63,7.06,35.8,18.5204,73.8567
Pune,2025-06-27 04:04:52,290,234.85,371.66,0.44,26.01,46.81,62.86,18.5204,73.8567
Pune,2025-06-23 16:04:52,331,281.32,393.43,1.95,166.01,120.54,9.8,18.5204,73.8567
Pune,2025-06-26 04:04:52,187,183.06,181.86,0.14,177.71,29.44,28.03,18.5204,73.8567
Pune,2025-06-25 14:04:52,172,154.84,164.46,1.73,165.87,144.5,31.94,18.5204,73.8567
Pune,2025-06-26 13:04:52,298,261.34,328.69,2.34,122.49,61.03,136.32,18.5204,73.8567
Pune,2025-06-27 21:04:52,208,25.63,396.42,0.21,199.84,47.34,82.5,18.5204,73.8567
Pune,2025-06-28 09:04:52,101,141.58,92.15,1.53,176.5,124.21,179.61,18.5204,73.8567
Pune,2025-06-25 13:04:52,116,149.34,82.03,2.39,140.06,108.79,25.78,18.5204,73.8567
Pune,2025-06-27 15:04:52,242,238.68,227.14,2.33,49.99,34.15,52.66,18.5204,73.8567
Pune,2025-06-29 12:04:52,104,133.18,46.14,0.46,88.55,141.32,119.21,18.5204,73.8567
Pune,2025-06-23 11:04:52,207,98.7,295.87,0.35,88.83,49.25,80.32,18.5204,73.8567
Pune,2025-06-26 09:04:52,144,173.92,79.54,1.91,20.73,14.26,145.42,18.5204,73.8567
Pune,2025-06-27 11:04:52,268,280.52,238.95,2.41,143.99,98.52,36.73,18.5204,73.8567
Pune,2025-06-24 12:04:52,225,296.02,161.34,1.22,120.11,69.01,62.91,18.5204,73.8567
Pune,2025-06-26 14:04:52,210,95.78,323.53,0.64,90.8,98.16,83.61,18.5204,73.8567
Pune,2025-06-25 00:04:52,187,90.1,254.81,0.82,20.21,30.37,102.46,18.5204,73.8567
Pune,2025-06-26 15:04:52,291,246.3,322.83,1.46,64.84,92.66,72.26,18.5204,73.8567
Pune,2025-06-26 04:04:52,163,27.83,282.34,1.26,136.18,19.02,132.98,18.5204,73.8567
Pune,2025-06-26 19:04:52,64,85.58,34.24,1.2,195.15,22.16,7.52,18.5204,73.8567
Pune,2025-06-26 23:04:52,216,222.3,248.93,2.1,62.14,96.31,62.73,18.5204,73.8567
Pune,2025-06-25 05:04:52,178,157.32,171.6,0.62,13.92,64.93,34.79,18.5204,73.8567
Pune,2025-06-29 22:04:52,134,133.95,105.65,0.72,81.45,70.51,37.92,18.5204,73.8567
Pune,2025-06-28 22:04:52,143,131.31,125.82,1.06,24.44,102.03,21.38,18.5204,73.8567
Pune,2025-06-30 03:04:52,205,273.28,100.24,1.33,67.67,74.32,164.83,18.5204,73.8567
Pune,2025-06-27 21:04:52,245,98.63,391.37,0.18,76.13,79.46,167.75,18.5204,73.8567
Pune,2025-06-27 02:04:52,231,237.25,205.01,0.55,17.02,25.75,47.23,18.5204,73.8567
Pune,2025-06-26 12:04:52,222,220.27,216.88,0.42,33.97,90.31,38.8,18.5204,73.8567
Pune,2025-06-29 20:04:52,93,156.73,23.52,1.86,146.3,71.26,122.2,18.5204,73.8567
Pune,2025-06-25 07:04:52,148,36.65,276.93,1.72,122.36,83.33,92.04,18.5204,73.8567
Pune,2025-06-23 18:04:52,179,290.63,77.91,1.03,181.78,137.21,7.85,18.5204,73.8567
Pune,2025-06-27 05:04:52,54,80.4,40.68,1.15,43.82,89.29,119.96,18.5204,73.8567
Pune,2025-06-26 05:04:52,41,36.84,63.31,2.26,43.41,16.57,32.78,18.5204,73.8567
Pune,2025-06-26 02:04:52,141,164.61,146.52,2.15,176.23,5.65,97.88,18.5204,73.8567
Pune,2025-06-29 07:04:52,143,34.82,219.9,2.17,38.32,104.83,30.6,18.5204,73.8567
Pune,2025-06-23 20:04:52,122,205.81,70.02,1.03,168.54,62.68,44.43,18.5204,73.8567
Pune,2025-06-26 14:04:52,213,290.53,147.5,1.86,11.83,82.65,21.35,18.5204,73.8567
Pune,2025-06-27 06:04:52,161,85.73,217.6,0.39,199.48,83.02,27.06,18.5204,73.8567
Pune,2025-06-23 10:04:52,50,17.07,101.98,1.02,19.64,9.15,159.58,18.5204,73.8567
Pune,2025-06-25 07:04:52,55,91.64,58.29,2.27,75.53,138.76,162.08,18.5204,73.8567
Pune,2025-06-24 01:04:52,60,127.03,28.33,1.56,70.44,58.01,35.45,18.5204,73.8567
Pune,2025-06-26 21:04:52,180,272.96,108.12,2.37,158.18,36.7,167.73,18.5204,73.8567
Pune,2025-06-27 08:04:52,242,231.78,291.06,1.56,29.96,131.92,104.73,18.5204,73.8567
Pune,2025-06-23 08:04:52,116,80.33,141.25,1.01,163.79,111.93,18.38,18.5204,73.8567
Pune,2025-06-25 02:04:52,218,100.66,309.18,0.55,183.21,115.06,46.6,18.5204,73.8567
Pune,2025-06-30 01:04:52,295,262.93,296.18,1.93,78.97,147.57,81.94,18.5204,73.8567
Pune,2025-06-24 21:04:52,98,33.3,145.28,2.03,11.8,3.27,125.85,18.5204,73.8567
Pune,2025-06-29 11:04:52,57,79.02,74.73,0.37,78.67,130.68,66.56,18.5204,73.8567
Pune,2025-06-29 20:04:52,161,40.65,305.27,0.62,40.59,42.3,90.98,18.5204,73.8567
Pune,2025-06-26 06:04:52,235,281.01,158.2,1.41,78.58,124.85,71.23,18.5204,73.8567
Pune,2025-06-24 00:04:52,224,233.14,252.32,2.43,45.01,73.0,161.03,18.5204,73.8567
Pune,2025-06-23 08:04:52,39,11.42,101.78,1.27,130.76,125.54,46.56,18.5204,73.8567
Pune,2025-06-28 20:04:52,264,179.79,345.37,0.15,109.95,103.65,11.55,18.5204,73.8567
Pune,2025-06-24 12:04:52,43,81.4,26.69,1.9,75.62,129.53,117.01,18.5204,73.8567
Pune,2025-06-24 01:04:52,138,25.01,232.72,1.95,48.53,63.57,129.72,18.5204,73.8567
Pune,2025-06-23 15:04:52,104,164.49,27.52,2.39,54.88,124.33,169.75,18.5204,73.8567
Pune,2025-06-24 13:04:52,169,248.71,55.29,0.15,70.8,134.5,16.61,18.5204,73.8567
Pune,2025-06-23 21:04:52,120,159.05,59.71,0.87,26.13,93.25,96.04,18.5204,73.8567
Pune,2025-06-27 09:04:52,167,245.19,113.82,1.64,67.1,127.43,62.81,18.5204,73.8567
Pune,2025-06-23 14:04:52,205,247.37,191.42,1.21,80.59,72.72,5.45,18.5204,73.8567
Pune,2025-06-26 06:04:52,93,10.12,173.17,2.37,128.03,24.12,95.92,18.5204,73.8567
Pune,2025-06-28 23:04:52,169,177.58,139.79,2.3,36.55,31.51,69.23,18.5204,73.8567
Pune,2025-06-27 00:04:52,187,39.05,374.87,1.24,147.92,138.7,120.29,18.5204,73.8567
Pune,2025-06-28 11:04:52,164,26.17,272.05,0.24,90.64,19.48,10.57,18.5204,73.8567
Pune,2025-06-25 11:04:52,172,56.52,306.48,2.23,121.89,69.29,31.01,18.5204,73.8567
