Order_ID,Order_Time,Area,Restaurant,Estimated_Delivery_Time_min,Actual_Delivery_Time_min,Delay_Minutes,Weather,Time_of_Day
ORD02946,2025-01-21 10:50:00,Uptown,Restaurant_17,37,45,8,Clear,Morning
ORD02947,2025-01-21 11:00:00,Industrial Zone,Restaurant_33,48,44,-4,Fog,Morning
ORD02948,2025-01-21 11:10:00,Industrial Zone,Restaurant_10,40,41,1,Cloudy,Morning
ORD02949,2025-01-21 11:20:00,Industrial Zone,Restaurant_47,35,43,8,Fog,Morning
ORD02950,2025-01-21 11:30:00,Midtown,Restaurant_42,30,40,10,Cloudy,Morning
ORD02951,2025-01-21 11:40:00,University Area,Restaurant_12,27,39,12,Rain,Morning
ORD02952,2025-01-21 11:50:00,Suburb-East,Restaurant_16,25,42,17,Clear,Morning
ORD02953,2025-01-21 12:00:00,Industrial Zone,Restaurant_41,42,37,-5,Clear,Morning
ORD02954,2025-01-21 12:10:00,Downtown,Restaurant_32,29,34,5,Clear,Morning
ORD02955,2025-01-21 12:20:00,University Area,Restaurant_15,37,34,-3,Clear,Morning
ORD02956,2025-01-21 12:30:00,Suburb-West,Restaurant_27,34,35,1,Rain,Morning
ORD02957,2025-01-21 12:40:00,Midtown,Restaurant_28,29,27,-2,Clear,Morning
ORD02958,2025-01-21 12:50:00,Uptown,Restaurant_17,38,47,9,Rain,Morning
ORD02959,2025-01-21 13:00:00,Midtown,Restaurant_46,41,56,15,Rain,Afternoon
ORD02960,2025-01-21 13:10:00,Uptown,Restaurant_50,25,41,16,Clear,Afternoon
ORD02961,2025-01-21 13:20:00,Midtown,Restaurant_2,49,44,-5,Clear,Afternoon
ORD02962,2025-01-21 13:30:00,Uptown,Restaurant_36,26,29,3,Clear,Afternoon
ORD02963,2025-01-21 13:40:00,Industrial Zone,Restaurant_50,31,26,-5,Clear,Afternoon
ORD02964,2025-01-21 13:50:00,Suburb-East,Restaurant_7,34,29,-5,Storm,Afternoon
ORD02965,2025-01-21 14:00:00,Uptown,Restaurant_13,44,43,-1,Clear,Afternoon
ORD02966,2025-01-21 14:10:00,Uptown,Restaurant_15,31,39,8,Rain,Afternoon
ORD02967,2025-01-21 14:20:00,Downtown,Restaurant_25,48,58,10,Cloudy,Afternoon
ORD02968,2025-01-21 14:30:00,Uptown,Restaurant_23,40,51,11,Cloudy,Afternoon
ORD02969,2025-01-21 14:40:00,Downtown,Restaurant_22,29,39,10,Cloudy,Afternoon
ORD02970,2025-01-21 14:50:00,Suburb-West,Restaurant_26,36,33,-3,Clear,Afternoon
ORD02971,2025-01-21 15:00:00,Industrial Zone,Restaurant_33,41,57,16,Clear,Afternoon
ORD02972,2025-01-21 15:10:00,Downtown,Restaurant_11,40,53,13,Clear,Afternoon
ORD02973,2025-01-21 15:20:00,Suburb-East,Restaurant_10,44,44,0,Clear,Afternoon
ORD02974,2025-01-21 15:30:00,University Area,Restaurant_25,40,41,1,Cloudy,Afternoon
ORD02975,2025-01-21 15:40:00,Industrial Zone,Restaurant_37,43,42,-1,Rain,Afternoon
ORD02976,2025-01-21 15:50:00,Downtown,Restaurant_48,39,34,-5,Clear,Afternoon
ORD02977,2025-01-21 16:00:00,Industrial Zone,Restaurant_43,36,47,11,Clear,Afternoon
ORD02978,2025-01-21 16:10:00,Industrial Zone,Restaurant_38,45,58,13,Clear,Afternoon
ORD02979,2025-01-21 16:20:00,Industrial Zone,Restaurant_41,34,30,-4,Rain,Afternoon
ORD02980,2025-01-21 16:30:00,Suburb-West,Restaurant_45,46,41,-5,Fog,Afternoon
ORD02981,2025-01-21 16:40:00,Suburb-East,Restaurant_24,26,22,-4,Cloudy,Afternoon
ORD02982,2025-01-21 16:50:00,Midtown,Restaurant_40,31,37,6,Cloudy,Afternoon
ORD02983,2025-01-21 17:00:00,Midtown,Restaurant_46,37,32,-5,Clear,Afternoon
ORD02984,2025-01-21 17:10:00,Downtown,Restaurant_33,27,43,16,Clear,Afternoon
ORD02985,2025-01-21 17:20:00,Industrial Zone,Restaurant_17,39,54,15,Clear,Afternoon
ORD02986,2025-01-21 17:30:00,Downtown,Restaurant_24,25,34,9,Clear,Afternoon
ORD02987,2025-01-21 17:40:00,Suburb-West,Restaurant_37,27,40,13,Cloudy,Afternoon
ORD02988,2025-01-21 17:50:00,Suburb-West,Restaurant_2,49,54,5,Rain,Afternoon
ORD02989,2025-01-21 18:00:00,Uptown,Restaurant_32,34,43,9,Fog,Afternoon
ORD02990,2025-01-21 18:10:00,Suburb-West,Restaurant_24,39,34,-5,Clear,Afternoon
ORD02991,2025-01-21 18:20:00,Uptown,Restaurant_9,46,64,18,Clear,Afternoon
ORD02992,2025-01-21 18:30:00,Suburb-East,Restaurant_4,30,30,0,Clear,Afternoon
ORD02993,2025-01-21 18:40:00,Downtown,Restaurant_17,44,47,3,Rain,Afternoon
ORD02994,2025-01-21 18:50:00,University Area,Restaurant_17,39,68,29,Fog,Afternoon
ORD02995,2025-01-21 19:00:00,Suburb-East,Restaurant_50,48,50,2,Clear,Evening
ORD02996,2025-01-21 19:10:00,Suburb-West,Restaurant_48,45,57,12,Fog,Evening
ORD02997,2025-01-21 19:20:00,Suburb-East,Restaurant_30,31,41,10,Storm,Evening
ORD02998,2025-01-21 19:30:00,Suburb-East,Restaurant_40,49,44,-5,Clear,Evening
ORD02999,2025-01-21 19:40:00,Suburb-East,Restaurant_11,45,41,-4,Fog,Evening
ORD03000,2025-01-21 19:50:00,Suburb-West,Restaurant_21,29,54,25,Clear,Evening
ORD03001,2025-01-21 20:00:00,University Area,Restaurant_21,28,38,10,Rain,Evening
ORD03002,2025-01-21 20:10:00,Industrial Zone,Restaurant_18,46,50,4,Fog,Evening
ORD03003,2025-01-21 20:20:00,Suburb-East,Restaurant_29,42,42,0,Cloudy,Evening
ORD03004,2025-01-21 20:30:00,Uptown,Restaurant_24,27,35,8,Clear,Evening
ORD03005,2025-01-21 20:40:00,Suburb-West,Restaurant_10,41,50,9,Clear,Evening
ORD03006,2025-01-21 20:50:00,Suburb-East,Restaurant_45,42,49,7,Clear,Evening
ORD03007,2025-01-21 21:00:00,University Area,Restaurant_17,42,57,15,Clear,Evening
ORD03008,2025-01-21 21:10:00,Industrial Zone,Restaurant_18,48,45,-3,Rain,Evening
ORD03009,2025-01-21 21:20:00,Suburb-West,Restaurant_42,48,43,-5,Cloudy,Evening
ORD03010,2025-01-21 21:30:00,Midtown,Restaurant_48,26,41,15,Clear,Evening
ORD03011,2025-01-21 21:40:00,Industrial Zone,Restaurant_20,37,63,26,Clear,Evening
ORD03012,2025-01-21 21:50:00,Uptown,Restaurant_37,46,59,13,Clear,Evening
ORD03013,2025-01-21 22:00:00,Suburb-East,Restaurant_45,39,56,17,Clear,Evening
ORD03014,2025-01-21 22:10:00,University Area,Restaurant_18,29,33,4,Clear,Evening
ORD03015,2025-01-21 22:20:00,Midtown,Restaurant_17,27,34,7,Clear,Evening
ORD03016,2025-01-21 22:30:00,University Area,Restaurant_9,29,36,7,Fog,Evening
ORD03017,2025-01-21 22:40:00,Midtown,Restaurant_14,29,33,4,Clear,Evening
ORD03018,2025-01-21 22:50:00,Suburb-West,Restaurant_49,29,48,19,Rain,Evening
ORD03019,2025-01-21 23:00:00,Midtown,Restaurant_29,27,43,16,Fog,Evening
ORD03020,2025-01-21 23:10:00,Uptown,Restaurant_31,27,28,1,Clear,Evening
ORD03021,2025-01-21 23:20:00,Uptown,Restaurant_4,44,39,-5,Rain,Evening
ORD03022,2025-01-21 23:30:00,Downtown,Restaurant_18,47,51,4,Rain,Evening
ORD03023,2025-01-21 23:40:00,Uptown,Restaurant_20,42,37,-5,Rain,Evening
ORD03024,2025-01-21 23:50:00,Industrial Zone,Restaurant_47,44,49,5,Clear,Evening
ORD03025,2025-01-22 00:00:00,Midtown,Restaurant_43,28,23,-5,Clear,Night
ORD03026,2025-01-22 00:10:00,Uptown,Restaurant_44,25,42,17,Storm,Night
ORD03027,2025-01-22 00:20:00,Suburb-West,Restaurant_9,40,51,11,Fog,Night
ORD03028,2025-01-22 00:30:00,University Area,Restaurant_13,32,43,11,Clear,Night
ORD03029,2025-01-22 00:40:00,University Area,Restaurant_15,41,56,15,Clear,Night
ORD03030,2025-01-22 00:50:00,Downtown,Restaurant_27,32,40,8,Clear,Night
ORD03031,2025-01-22 01:00:00,University Area,Restaurant_15,31,41,10,Clear,Night
ORD03032,2025-01-22 01:10:00,Midtown,Restaurant_28,49,68,19,Rain,Night
ORD03033,2025-01-22 01:20:00,Downtown,Restaurant_37,32,35,3,Clear,Night
ORD03034,2025-01-22 01:30:00,Midtown,Restaurant_19,45,56,11,Clear,Night
ORD03035,2025-01-22 01:40:00,Suburb-West,Restaurant_26,48,43,-5,Fog,Night
ORD03036,2025-01-22 01:50:00,Downtown,Restaurant_26,36,41,5,Clear,Night
ORD03037,2025-01-22 02:00:00,Suburb-East,Restaurant_25,40,67,27,Fog,Night
ORD03038,2025-01-22 02:10:00,Industrial Zone,Restaurant_26,36,49,13,Fog,Night
ORD03039,2025-01-22 02:20:00,Industrial Zone,Restaurant_26,43,47,4,Clear,Night
ORD03040,2025-01-22 02:30:00,Midtown,Restaurant_46,34,41,7,Fog,Night
ORD03041,2025-01-22 02:40:00,University Area,Restaurant_28,31,35,4,Fog,Night
ORD03042,2025-01-22 02:50:00,Suburb-East,Restaurant_49,36,43,7,Clear,Night
ORD03043,2025-01-22 03:00:00,Downtown,Restaurant_18,44,45,1,Clear,Night
ORD03044,2025-01-22 03:10:00,Suburb-East,Restaurant_32,29,38,9,Rain,Night
ORD03045,2025-01-22 03:20:00,Suburb-East,Restaurant_3,40,50,10,Cloudy,Night
ORD03046,2025-01-22 03:30:00,University Area,Restaurant_2,33,38,5,Rain,Night
ORD03047,2025-01-22 03:40:00,Downtown,Restaurant_33,31,37,6,Clear,Night
ORD03048,2025-01-22 03:50:00,Suburb-West,Restaurant_42,44,52,8,Rain,Night
ORD03049,2025-01-22 04:00:00,University Area,Restaurant_19,46,46,0,Clear,Night
ORD03050,2025-01-22 04:10:00,Suburb-East,Restaurant_17,38,47,9,Rain,Night
ORD03051,2025-01-22 04:20:00,Suburb-East,Restaurant_44,35,47,12,Fog,Night
ORD03052,2025-01-22 04:30:00,Suburb-West,Restaurant_33,31,50,19,Rain,Night
ORD03053,2025-01-22 04:40:00,Suburb-East,Restaurant_12,34,42,8,Storm,Night
ORD03054,2025-01-22 04:50:00,Suburb-East,Restaurant_49,33,33,0,Fog,Night
ORD03055,2025-01-22 05:00:00,Suburb-East,Restaurant_3,28,31,3,Rain,Night
ORD03056,2025-01-22 05:10:00,Industrial Zone,Restaurant_43,40,35,-5,Clear,Night
ORD03057,2025-01-22 05:20:00,University Area,Restaurant_49,34,46,12,Storm,Night
ORD03058,2025-01-22 05:30:00,Uptown,Restaurant_26,43,38,-5,Cloudy,Night
ORD03059,2025-01-22 05:40:00,University Area,Restaurant_35,48,63,15,Clear,Night
ORD03060,2025-01-22 05:50:00,Suburb-West,Restaurant_8,41,57,16,Clear,Night
ORD03061,2025-01-22 06:00:00,Suburb-East,Restaurant_36,33,28,-5,Clear,Night
ORD03062,2025-01-22 06:10:00,University Area,Restaurant_7,37,54,17,Fog,Night
ORD03063,2025-01-22 06:20:00,Industrial Zone,Restaurant_46,25,40,15,Fog,Night
ORD03064,2025-01-22 06:30:00,Suburb-West,Restaurant_46,26,28,2,Clear,Night
ORD03065,2025-01-22 06:40:00,Midtown,Restaurant_36,37,32,-5,Cloudy,Night
ORD03066,2025-01-22 06:50:00,University Area,Restaurant_16,48,45,-3,Clear,Night
ORD03067,2025-01-22 07:00:00,Midtown,Restaurant_24,33,31,-2,Fog,Morning
ORD03068,2025-01-22 07:10:00,Suburb-East,Restaurant_1,31,49,18,Clear,Morning
ORD03069,2025-01-22 07:20:00,Industrial Zone,Restaurant_49,40,40,0,Clear,Morning
ORD03070,2025-01-22 07:30:00,Industrial Zone,Restaurant_25,43,57,14,Clear,Morning
ORD03071,2025-01-22 07:40:00,University Area,Restaurant_10,31,34,3,Clear,Morning
ORD03072,2025-01-22 07:50:00,Suburb-West,Restaurant_16,30,35,5,Rain,Morning
ORD03073,2025-01-22 08:00:00,Suburb-West,Restaurant_16,42,37,-5,Rain,Morning
ORD03074,2025-01-22 08:10:00,Industrial Zone,Restaurant_8,43,38,-5,Clear,Morning
ORD03075,2025-01-22 08:20:00,Suburb-West,Restaurant_29,35,52,17,Clear,Morning
ORD03076,2025-01-22 08:30:00,Industrial Zone,Restaurant_39,36,39,3,Clear,Morning
ORD03077,2025-01-22 08:40:00,University Area,Restaurant_28,34,42,8,Fog,Morning
ORD03078,2025-01-22 08:50:00,Uptown,Restaurant_6,37,60,23,Fog,Morning
ORD03079,2025-01-22 09:00:00,Industrial Zone,Restaurant_16,36,39,3,Clear,Morning
ORD03080,2025-01-22 09:10:00,Midtown,Restaurant_20,45,48,3,Rain,Morning
ORD03081,2025-01-22 09:20:00,Suburb-West,Restaurant_16,34,51,17,Clear,Morning
ORD03082,2025-01-22 09:30:00,Industrial Zone,Restaurant_7,44,49,5,Cloudy,Morning
ORD03083,2025-01-22 09:40:00,Industrial Zone,Restaurant_41,42,50,8,Cloudy,Morning
ORD03084,2025-01-22 09:50:00,University Area,Restaurant_14,28,42,14,Rain,Morning
ORD03085,2025-01-22 10:00:00,Suburb-West,Restaurant_43,48,53,5,Cloudy,Morning
ORD03086,2025-01-22 10:10:00,Uptown,Restaurant_26,29,41,12,Storm,Morning
ORD03087,2025-01-22 10:20:00,University Area,Restaurant_26,29,32,3,Storm,Morning
ORD03088,2025-01-22 10:30:00,Uptown,Restaurant_14,36,50,14,Rain,Morning
ORD03089,2025-01-22 10:40:00,University Area,Restaurant_7,27,36,9,Clear,Morning
ORD03090,2025-01-22 10:50:00,Suburb-West,Restaurant_33,32,34,2,Clear,Morning
ORD03091,2025-01-22 11:00:00,Downtown,Restaurant_26,46,51,5,Clear,Morning
ORD03092,2025-01-22 11:10:00,Suburb-West,Restaurant_45,26,21,-5,Rain,Morning
ORD03093,2025-01-22 11:20:00,Suburb-West,Restaurant_20,42,58,16,Clear,Morning
ORD03094,2025-01-22 11:30:00,Uptown,Restaurant_3,33,28,-5,Clear,Morning
ORD03095,2025-01-22 11:40:00,Uptown,Restaurant_4,37,32,-5,Clear,Morning
ORD03096,2025-01-22 11:50:00,Suburb-West,Restaurant_26,31,31,0,Clear,Morning
ORD03097,2025-01-22 12:00:00,Suburb-West,Restaurant_11,34,29,-5,Rain,Morning
ORD03098,2025-01-22 12:10:00,Suburb-West,Restaurant_2,33,42,9,Cloudy,Morning
ORD03099,2025-01-22 12:20:00,Uptown,Restaurant_14,46,54,8,Fog,Morning
ORD03100,2025-01-22 12:30:00,Suburb-West,Restaurant_44,39,39,0,Rain,Morning
ORD03101,2025-01-22 12:40:00,Suburb-West,Restaurant_30,29,28,-1,Rain,Morning
ORD03102,2025-01-22 12:50:00,Suburb-East,Restaurant_49,36,35,-1,Clear,Morning
ORD03103,2025-01-22 13:00:00,Downtown,Restaurant_12,25,36,11,Clear,Afternoon
ORD03104,2025-01-22 13:10:00,Midtown,Restaurant_26,36,31,-5,Cloudy,Afternoon
ORD03105,2025-01-22 13:20:00,Downtown,Restaurant_44,46,46,0,Clear,Afternoon
ORD03106,2025-01-22 13:30:00,Suburb-East,Restaurant_33,30,25,-5,Clear,Afternoon
ORD03107,2025-01-22 13:40:00,Midtown,Restaurant_13,43,55,12,Fog,Afternoon
ORD03108,2025-01-22 13:50:00,University Area,Restaurant_14,43,44,1,Clear,Afternoon
ORD03109,2025-01-22 14:00:00,Suburb-West,Restaurant_24,40,50,10,Clear,Afternoon
ORD03110,2025-01-22 14:10:00,Suburb-East,Restaurant_34,43,60,17,Clear,Afternoon
ORD03111,2025-01-22 14:20:00,University Area,Restaurant_44,27,44,17,Clear,Afternoon
ORD03112,2025-01-22 14:30:00,Suburb-West,Restaurant_26,47,42,-5,Clear,Afternoon
ORD03113,2025-01-22 14:40:00,Uptown,Restaurant_21,34,42,8,Clear,Afternoon
ORD03114,2025-01-22 14:50:00,Industrial Zone,Restaurant_28,42,58,16,Rain,Afternoon
ORD03115,2025-01-22 15:00:00,Suburb-East,Restaurant_48,37,48,11,Storm,Afternoon
ORD03116,2025-01-22 15:10:00,Uptown,Restaurant_36,42,54,12,Clear,Afternoon
ORD03117,2025-01-22 15:20:00,Suburb-East,Restaurant_40,27,22,-5,Cloudy,Afternoon
ORD03118,2025-01-22 15:30:00,Suburb-East,Restaurant_2,47,58,11,Clear,Afternoon
ORD03119,2025-01-22 15:40:00,Uptown,Restaurant_42,27,25,-2,Clear,Afternoon
ORD03120,2025-01-22 15:50:00,Midtown,Restaurant_9,47,58,11,Clear,Afternoon
ORD03121,2025-01-22 16:00:00,Downtown,Restaurant_23,49,60,11,Rain,Afternoon
ORD03122,2025-01-22 16:10:00,Suburb-West,Restaurant_15,36,46,10,Clear,Afternoon
ORD03123,2025-01-22 16:20:00,Suburb-East,Restaurant_13,44,47,3,Rain,Afternoon
ORD03124,2025-01-22 16:30:00,Suburb-West,Restaurant_23,31,49,18,Fog,Afternoon
ORD03125,2025-01-22 16:40:00,Industrial Zone,Restaurant_17,49,59,10,Rain,Afternoon
ORD03126,2025-01-22 16:50:00,Uptown,Restaurant_48,48,56,8,Rain,Afternoon
ORD03127,2025-01-22 17:00:00,Suburb-West,Restaurant_2,32,28,-4,Cloudy,Afternoon
ORD03128,2025-01-22 17:10:00,Uptown,Restaurant_20,33,41,8,Clear,Afternoon
ORD03129,2025-01-22 17:20:00,Suburb-West,Restaurant_20,38,62,24,Clear,Afternoon
ORD03130,2025-01-22 17:30:00,Downtown,Restaurant_46,29,24,-5,Fog,Afternoon
ORD03131,2025-01-22 17:40:00,Downtown,Restaurant_3,45,57,12,Rain,Afternoon
ORD03132,2025-01-22 17:50:00,Downtown,Restaurant_12,43,56,13,Clear,Afternoon
ORD03133,2025-01-22 18:00:00,Downtown,Restaurant_40,45,67,22,Clear,Afternoon
ORD03134,2025-01-22 18:10:00,Downtown,Restaurant_2,40,52,12,Clear,Afternoon
ORD03135,2025-01-22 18:20:00,Downtown,Restaurant_36,48,53,5,Clear,Afternoon
ORD03136,2025-01-22 18:30:00,Uptown,Restaurant_14,36,45,9,Clear,Afternoon
ORD03137,2025-01-22 18:40:00,Suburb-East,Restaurant_16,45,47,2,Cloudy,Afternoon
ORD03138,2025-01-22 18:50:00,Suburb-West,Restaurant_19,28,45,17,Fog,Afternoon
ORD03139,2025-01-22 19:00:00,Downtown,Restaurant_34,32,27,-5,Clear,Evening
ORD03140,2025-01-22 19:10:00,Uptown,Restaurant_44,31,31,0,Rain,Evening
ORD03141,2025-01-22 19:20:00,Uptown,Restaurant_46,39,48,9,Cloudy,Evening
ORD03142,2025-01-22 19:30:00,Uptown,Restaurant_6,30,46,16,Clear,Evening
ORD03143,2025-01-22 19:40:00,Suburb-East,Restaurant_13,29,33,4,Clear,Evening
ORD03144,2025-01-22 19:50:00,Suburb-West,Restaurant_36,38,36,-2,Rain,Evening
ORD03145,2025-01-22 20:00:00,Suburb-East,Restaurant_22,45,47,2,Fog,Evening
ORD03146,2025-01-22 20:10:00,Midtown,Restaurant_18,37,38,1,Clear,Evening
ORD03147,2025-01-22 20:20:00,University Area,Restaurant_12,34,35,1,Cloudy,Evening
ORD03148,2025-01-22 20:30:00,Uptown,Restaurant_30,42,42,0,Clear,Evening
ORD03149,2025-01-22 20:40:00,Midtown,Restaurant_40,28,28,0,Clear,Evening
ORD03150,2025-01-22 20:50:00,Industrial Zone,Restaurant_7,32,27,-5,Clear,Evening
ORD03151,2025-01-22 21:00:00,Downtown,Restaurant_32,48,56,8,Clear,Evening
ORD03152,2025-01-22 21:10:00,University Area,Restaurant_48,35,46,11,Fog,Evening
ORD03153,2025-01-22 21:20:00,Downtown,Restaurant_19,41,60,19,Cloudy,Evening
ORD03154,2025-01-22 21:30:00,Suburb-East,Restaurant_6,42,55,13,Clear,Evening
ORD03155,2025-01-22 21:40:00,University Area,Restaurant_20,45,58,13,Cloudy,Evening
ORD03156,2025-01-22 21:50:00,Suburb-West,Restaurant_27,49,56,7,Storm,Evening
ORD03157,2025-01-22 22:00:00,Midtown,Restaurant_43,35,30,-5,Clear,Evening
ORD03158,2025-01-22 22:10:00,Suburb-West,Restaurant_37,40,47,7,Rain,Evening
ORD03159,2025-01-22 22:20:00,Suburb-East,Restaurant_48,36,42,6,Clear,Evening
ORD03160,2025-01-22 22:30:00,Downtown,Restaurant_7,37,52,15,Rain,Evening
ORD03161,2025-01-22 22:40:00,University Area,Restaurant_5,40,50,10,Clear,Evening
ORD03162,2025-01-22 22:50:00,Suburb-West,Restaurant_11,47,50,3,Rain,Evening
ORD03163,2025-01-22 23:00:00,Suburb-West,Restaurant_15,45,69,24,Clear,Evening
ORD03164,2025-01-22 23:10:00,Downtown,Restaurant_3,25,38,13,Storm,Evening
ORD03165,2025-01-22 23:20:00,University Area,Restaurant_5,40,48,8,Storm,Evening
ORD03166,2025-01-22 23:30:00,Midtown,Restaurant_23,39,48,9,Clear,Evening
ORD03167,2025-01-22 23:40:00,Downtown,Restaurant_37,30,35,5,Clear,Evening
ORD03168,2025-01-22 23:50:00,Suburb-West,Restaurant_9,36,41,5,Clear,Evening
ORD03169,2025-01-23 00:00:00,Midtown,Restaurant_15,32,27,-5,Rain,Night
ORD03170,2025-01-23 00:10:00,Midtown,Restaurant_3,31,27,-4,Clear,Night
ORD03171,2025-01-23 00:20:00,Downtown,Restaurant_29,26,26,0,Rain,Night
ORD03172,2025-01-23 00:30:00,Suburb-West,Restaurant_6,36,45,9,Clear,Night
ORD03173,2025-01-23 00:40:00,Suburb-East,Restaurant_17,45,40,-5,Clear,Night
ORD03174,2025-01-23 00:50:00,Suburb-West,Restaurant_26,38,38,0,Clear,Night
ORD03175,2025-01-23 01:00:00,Uptown,Restaurant_21,40,39,-1,Clear,Night
ORD03176,2025-01-23 01:10:00,University Area,Restaurant_8,35,41,6,Fog,Night
ORD03177,2025-01-23 01:20:00,Industrial Zone,Restaurant_21,44,53,9,Cloudy,Night
ORD03178,2025-01-23 01:30:00,Suburb-East,Restaurant_11,33,32,-1,Clear,Night
ORD03179,2025-01-23 01:40:00,Midtown,Restaurant_38,34,34,0,Rain,Night
ORD03180,2025-01-23 01:50:00,Suburb-East,Restaurant_8,41,40,-1,Clear,Night
ORD03181,2025-01-23 02:00:00,University Area,Restaurant_42,36,37,1,Rain,Night
ORD03182,2025-01-23 02:10:00,Midtown,Restaurant_24,30,34,4,Clear,Night
ORD03183,2025-01-23 02:20:00,University Area,Restaurant_35,43,61,18,Rain,Night
ORD03184,2025-01-23 02:30:00,Midtown,Restaurant_14,35,30,-5,Cloudy,Night
ORD03185,2025-01-23 02:40:00,Suburb-East,Restaurant_14,33,55,22,Clear,Night
ORD03186,2025-01-23 02:50:00,Midtown,Restaurant_10,45,40,-5,Fog,Night
ORD03187,2025-01-23 03:00:00,Midtown,Restaurant_12,30,44,14,Clear,Night
ORD03188,2025-01-23 03:10:00,Uptown,Restaurant_38,49,49,0,Clear,Night
ORD03189,2025-01-23 03:20:00,Suburb-West,Restaurant_44,49,45,-4,Clear,Night
ORD03190,2025-01-23 03:30:00,Suburb-West,Restaurant_46,48,66,18,Clear,Night
ORD03191,2025-01-23 03:40:00,Industrial Zone,Restaurant_34,49,54,5,Clear,Night
ORD03192,2025-01-23 03:50:00,Industrial Zone,Restaurant_41,40,45,5,Clear,Night
ORD03193,2025-01-23 04:00:00,Uptown,Restaurant_10,44,46,2,Clear,Night
ORD03194,2025-01-23 04:10:00,Industrial Zone,Restaurant_17,40,40,0,Clear,Night
ORD03195,2025-01-23 04:20:00,University Area,Restaurant_17,30,33,3,Rain,Night
ORD03196,2025-01-23 04:30:00,Suburb-East,Restaurant_3,29,24,-5,Cloudy,Night
ORD03197,2025-01-23 04:40:00,Downtown,Restaurant_31,45,40,-5,Clear,Night
ORD03198,2025-01-23 04:50:00,University Area,Restaurant_1,28,36,8,Clear,Night
ORD03199,2025-01-23 05:00:00,Downtown,Restaurant_12,26,42,16,Clear,Night
ORD03200,2025-01-23 05:10:00,Downtown,Restaurant_39,30,48,18,Cloudy,Night
ORD03201,2025-01-23 05:20:00,Uptown,Restaurant_4,33,29,-4,Rain,Night
ORD03202,2025-01-23 05:30:00,University Area,Restaurant_42,41,47,6,Clear,Night
ORD03203,2025-01-23 05:40:00,Uptown,Restaurant_13,38,33,-5,Clear,Night
ORD03204,2025-01-23 05:50:00,Midtown,Restaurant_34,31,32,1,Clear,Night
ORD03205,2025-01-23 06:00:00,Downtown,Restaurant_42,46,59,13,Clear,Night
ORD03206,2025-01-23 06:10:00,Suburb-East,Restaurant_21,43,47,4,Cloudy,Night
ORD03207,2025-01-23 06:20:00,Industrial Zone,Restaurant_22,25,26,1,Cloudy,Night
ORD03208,2025-01-23 06:30:00,Suburb-East,Restaurant_4,44,48,4,Clear,Night
ORD03209,2025-01-23 06:40:00,Industrial Zone,Restaurant_18,49,66,17,Rain,Night
ORD03210,2025-01-23 06:50:00,Downtown,Restaurant_5,39,41,2,Clear,Night
ORD03211,2025-01-23 07:00:00,Downtown,Restaurant_19,42,47,5,Clear,Morning
ORD03212,2025-01-23 07:10:00,Downtown,Restaurant_2,27,47,20,Cloudy,Morning
ORD03213,2025-01-23 07:20:00,Uptown,Restaurant_12,42,44,2,Rain,Morning
ORD03214,2025-01-23 07:30:00,University Area,Restaurant_17,26,21,-5,Clear,Morning
ORD03215,2025-01-23 07:40:00,Industrial Zone,Restaurant_10,34,52,18,Clear,Morning
ORD03216,2025-01-23 07:50:00,University Area,Restaurant_34,35,50,15,Storm,Morning
ORD03217,2025-01-23 08:00:00,Uptown,Restaurant_6,48,43,-5,Rain,Morning
ORD03218,2025-01-23 08:10:00,Uptown,Restaurant_8,27,30,3,Clear,Morning
ORD03219,2025-01-23 08:20:00,Suburb-West,Restaurant_11,31,35,4,Clear,Morning
ORD03220,2025-01-23 08:30:00,Suburb-East,Restaurant_12,32,50,18,Clear,Morning
ORD03221,2025-01-23 08:40:00,Suburb-East,Restaurant_9,43,47,4,Cloudy,Morning
ORD03222,2025-01-23 08:50:00,Midtown,Restaurant_2,42,48,6,Rain,Morning
ORD03223,2025-01-23 09:00:00,Uptown,Restaurant_8,37,43,6,Clear,Morning
ORD03224,2025-01-23 09:10:00,Industrial Zone,Restaurant_11,37,37,0,Rain,Morning
ORD03225,2025-01-23 09:20:00,Suburb-West,Restaurant_36,48,65,17,Fog,Morning
ORD03226,2025-01-23 09:30:00,Suburb-West,Restaurant_10,43,41,-2,Clear,Morning
ORD03227,2025-01-23 09:40:00,University Area,Restaurant_21,47,47,0,Clear,Morning
ORD03228,2025-01-23 09:50:00,Suburb-East,Restaurant_20,36,40,4,Rain,Morning
ORD03229,2025-01-23 10:00:00,Uptown,Restaurant_48,41,36,-5,Rain,Morning
ORD03230,2025-01-23 10:10:00,Midtown,Restaurant_8,46,68,22,Fog,Morning
ORD03231,2025-01-23 10:20:00,Uptown,Restaurant_36,36,40,4,Cloudy,Morning
ORD03232,2025-01-23 10:30:00,University Area,Restaurant_29,37,50,13,Clear,Morning
ORD03233,2025-01-23 10:40:00,Downtown,Restaurant_42,49,45,-4,Clear,Morning
ORD03234,2025-01-23 10:50:00,Uptown,Restaurant_12,36,48,12,Cloudy,Morning
ORD03235,2025-01-23 11:00:00,University Area,Restaurant_14,43,55,12,Clear,Morning
ORD03236,2025-01-23 11:10:00,Downtown,Restaurant_48,38,52,14,Rain,Morning
ORD03237,2025-01-23 11:20:00,Downtown,Restaurant_50,31,55,24,Rain,Morning
