Product Name,Category,Price,Quantity Sold,Date of Sale,Revenue
Cheese,Dairy,31.59,8,2025-03-02,252.72
Soda,Beverages,5.82,1,2025-06-09,5.82
Chips,Snacks,14.99,5,2024-09-30,74.95
Tea,Beverages,9.14,3,2024-08-07,27.42
Orange,Fruits,46.66,16,2025-06-19,746.56
Spinach,Vegetables,30.48,4,2025-02-04,121.92
Cream,Dairy,4.65,13,2024-09-04,60.45
Milk,Dairy,37.08,19,2024-07-06,704.52
Milk,Dairy,12.08,19,2024-09-22,229.52
Granola Bar,Snacks,28.64,16,2025-06-20,458.24
Mango,Fruits,26.02,1,2025-01-24,26.02
Milk,Dairy,27.7,6,2025-02-01,166.2
Grapes,Fruits,47.39,16,2024-11-07,758.24
Butter,Dairy,12.96,12,2025-01-29,155.52
Water,Beverages,13.66,7,2024-08-18,95.62
Nuts,Snacks,47.43,9,2024-09-29,426.87
Milk,Dairy,15.31,9,2025-04-28,137.79
Mango,Fruits,41.19,3,2025-05-08,123.57
Spinach,Vegetables,11.3,15,2024-12-12,169.5
Banana,Fruits,13.03,12,2024-06-22,156.36
Yogurt,Dairy,42.64,20,2025-02-06,852.8
Water,Beverages,49.83,6,2025-06-11,298.98
Water,Beverages,10.3,7,2024-08-16,72.1
Spinach,Vegetables,45.88,12,2025-01-29,550.56
Orange,Fruits,21.25,17,2025-06-06,361.25
Potato,Vegetables,33.78,18,2025-01-14,608.04
Carrot,Vegetables,16.22,1,2025-01-23,16.22
Apple,Fruits,35.31,17,2024-08-20,600.27
Cookies,Snacks,12.4,18,2025-03-13,223.2
Granola Bar,Snacks,37.3,20,2025-04-09,746.0
Milk,Dairy,44.2,11,2025-03-08,486.2
Cookies,Snacks,26.18,10,2024-07-28,261.8
Juice,Beverages,23.83,3,2025-03-26,71.49
Granola Bar,Snacks,39.94,13,2024-10-25,519.22
Cream,Dairy,22.85,20,2025-02-10,457.0
Milk,Dairy,12.76,15,2024-07-11,191.4
Chips,Snacks,5.19,7,2024-07-11,36.33
Granola Bar,Snacks,15.5,13,2024-12-22,201.5
Banana,Fruits,26.22,9,2025-04-01,235.98
Spinach,Vegetables,39.54,11,2024-07-15,434.94
Carrot,Vegetables,21.44,14,2025-02-01,300.16
Chips,Snacks,13.95,8,2025-03-22,111.6
Milk,Dairy,8.0,6,2024-10-29,48.0
Tomato,Vegetables,20.61,5,2024-12-23,103.05
Potato,Vegetables,11.84,13,2024-09-17,153.92
Coffee,Beverages,16.29,2,2024-11-11,32.58
Cheese,Dairy,40.77,10,2024-07-04,407.7
Popcorn,Snacks,45.38,6,2025-02-14,272.28
Cheese,Dairy,40.47,12,2025-02-06,485.64
Granola Bar,Snacks,11.36,12,2025-02-26,136.32
Nuts,Snacks,5.92,16,2024-10-21,94.72
Popcorn,Snacks,17.95,7,2024-12-08,125.65
Orange,Fruits,43.42,13,2025-03-10,564.46
Butter,Dairy,47.88,12,2024-09-04,574.56
Milk,Dairy,40.9,18,2024-08-28,736.2
Spinach,Vegetables,30.51,2,2025-05-15,61.02
Potato,Vegetables,47.62,5,2025-04-29,238.1
Nuts,Snacks,43.43,3,2024-11-07,130.29
Carrot,Vegetables,14.06,3,2024-10-18,42.18
Coffee,Beverages,42.26,8,2025-06-12,338.08
Orange,Fruits,21.97,4,2024-09-15,87.88
Potato,Vegetables,13.24,14,2025-05-09,185.36
Tomato,Vegetables,15.09,17,2025-02-15,256.53
Apple,Fruits,9.19,6,2025-04-08,55.14
Grapes,Fruits,19.47,4,2024-07-08,77.88
Chips,Snacks,34.04,8,2024-10-26,272.32
Butter,Dairy,36.52,20,2024-11-05,730.4
Potato,Vegetables,30.8,1,2024-11-12,30.8
Banana,Fruits,13.84,19,2024-08-01,262.96
Banana,Fruits,3.12,18,2024-10-02,56.16
Potato,Vegetables,39.82,20,2024-11-17,796.4
Coffee,Beverages,15.33,18,2025-01-25,275.94
Onion,Vegetables,12.3,2,2025-03-07,24.6
Onion,Vegetables,39.57,1,2024-10-18,39.57
Coffee,Beverages,25.15,3,2024-09-15,75.45
Potato,Vegetables,3.07,10,2025-06-13,30.7
Onion,Vegetables,42.65,19,2025-04-20,810.35
Chips,Snacks,4.06,11,2024-12-21,44.66
Orange,Fruits,35.67,14,2024-12-18,499.38
Mango,Fruits,17.7,2,2025-06-16,35.4
Coffee,Beverages,38.77,10,2025-01-15,387.7
Chips,Snacks,38.84,4,2025-03-19,155.36
Chips,Snacks,8.27,4,2024-11-10,33.08
Granola Bar,Snacks,37.04,13,2025-06-14,481.52
Juice,Beverages,9.24,3,2025-06-12,27.72
Apple,Fruits,35.39,17,2025-04-21,601.63
Spinach,Vegetables,36.22,20,2025-01-26,724.4
Chips,Snacks,12.45,20,2025-02-04,249.0
Onion,Vegetables,35.75,16,2025-06-17,572.0
Coffee,Beverages,1.06,1,2024-07-05,1.06
Onion,Vegetables,11.72,9,2025-04-09,105.48
Juice,Beverages,28.29,4,2024-11-18,113.16
Tomato,Vegetables,21.42,5,2025-01-28,107.1
Carrot,Vegetables,32.11,12,2024-09-11,385.32
Nuts,Snacks,26.03,20,2024-12-12,520.6
Spinach,Vegetables,36.98,14,2024-10-19,517.72
Carrot,Vegetables,3.13,3,2024-12-09,9.39
Cream,Dairy,27.0,8,2025-06-14,216.0
Popcorn,Snacks,49.58,4,2025-03-28,198.32
Cheese,Dairy,29.53,1,2024-07-17,29.53
Spinach,Vegetables,28.68,16,2025-02-24,458.88
Cream,Dairy,17.92,16,2025-05-01,286.72
Coffee,Beverages,9.68,2,2024-10-10,19.36
Tomato,Vegetables,30.38,20,2024-11-12,607.6
Potato,Vegetables,7.64,5,2025-03-22,38.2
Potato,Vegetables,30.13,18,2025-04-13,542.34
Onion,Vegetables,41.08,18,2024-10-20,739.44
Chips,Snacks,20.3,14,2024-10-09,284.2
Onion,Vegetables,27.98,15,2024-07-31,419.7
Carrot,Vegetables,30.14,4,2024-12-25,120.56
Water,Beverages,14.99,12,2025-05-06,179.88
Tomato,Vegetables,34.95,20,2024-10-31,699.0
Cheese,Dairy,25.27,12,2025-05-23,303.24
Water,Beverages,28.37,7,2025-03-31,198.59
Milk,Dairy,20.2,17,2024-08-16,343.4
Water,Beverages,1.09,16,2025-03-16,17.44
Granola Bar,Snacks,32.28,11,2025-03-06,355.08
Soda,Beverages,27.93,15,2024-11-01,418.95
Carrot,Vegetables,37.26,11,2024-11-03,409.86
Popcorn,Snacks,31.13,18,2024-09-01,560.34
Grapes,Fruits,1.1,11,2024-08-30,12.1
Granola Bar,Snacks,37.91,13,2025-02-28,492.83
Banana,Fruits,28.85,16,2025-04-25,461.6
Yogurt,Dairy,27.15,20,2024-11-23,543.0
Banana,Fruits,18.94,5,2024-10-29,94.7
Potato,Vegetables,41.52,7,2025-03-24,290.64
Soda,Beverages,11.25,17,2025-01-24,191.25
Tea,Beverages,40.94,4,2025-04-17,163.76
Carrot,Vegetables,24.62,18,2024-11-05,443.16
Coffee,Beverages,16.33,8,2025-06-19,130.64
Onion,Vegetables,12.06,10,2024-11-04,120.6
Mango,Fruits,24.27,1,2024-09-19,24.27
Onion,Vegetables,30.5,12,2024-12-29,366.0
Grapes,Fruits,47.97,20,2024-12-30,959.4
Coffee,Beverages,33.95,14,2025-02-18,475.3
Cream,Dairy,12.2,11,2025-04-09,134.2
Grapes,Fruits,21.43,6,2024-12-17,128.58
Apple,Fruits,46.8,18,2025-06-06,842.4
Spinach,Vegetables,10.8,3,2025-06-13,32.4
Chips,Snacks,14.98,6,2024-07-29,89.88
Spinach,Vegetables,45.75,1,2024-08-30,45.75
Milk,Dairy,34.24,10,2024-11-10,342.4
Popcorn,Snacks,17.49,8,2024-07-03,139.92
Cookies,Snacks,33.32,16,2025-02-01,533.12
Coffee,Beverages,9.0,1,2025-06-13,9.0
Butter,Dairy,19.14,20,2024-09-03,382.8
Cream,Dairy,15.37,6,2025-06-19,92.22
Tea,Beverages,27.77,2,2025-01-21,55.54
Butter,Dairy,21.29,8,2024-09-30,170.32
Butter,Dairy,38.34,11,2024-10-02,421.74
Orange,Fruits,9.3,20,2025-04-14,186.0
Juice,Beverages,21.93,6,2025-04-25,131.58
Mango,Fruits,21.88,5,2025-05-22,109.4
Apple,Fruits,29.23,9,2025-04-15,263.07
Banana,Fruits,4.63,16,2025-01-29,74.08
Coffee,Beverages,14.94,5,2024-07-22,74.7
Juice,Beverages,19.14,12,2025-06-18,229.68
Banana,Fruits,25.42,11,2025-05-02,279.62
Grapes,Fruits,8.58,8,2024-12-28,68.64
Cheese,Dairy,17.96,18,2025-06-22,323.28
Mango,Fruits,25.32,20,2025-02-04,506.4
Potato,Vegetables,12.93,17,2024-12-01,219.81
Coffee,Beverages,35.19,19,2025-04-23,668.61
Onion,Vegetables,16.1,4,2025-05-19,64.4
Popcorn,Snacks,13.98,6,2024-10-04,83.88
Butter,Dairy,1.56,6,2024-10-08,9.36
Spinach,Vegetables,34.24,16,2024-10-16,547.84
Tea,Beverages,36.69,7,2025-03-20,256.83
Yogurt,Dairy,15.71,10,2025-02-13,157.1
Spinach,Vegetables,8.81,20,2025-01-17,176.2
Onion,Vegetables,44.19,8,2024-07-07,353.52
Granola Bar,Snacks,38.78,19,2025-04-14,736.82
Milk,Dairy,30.71,1,2025-06-13,30.71
Tomato,Vegetables,32.72,10,2024-09-30,327.2
Soda,Beverages,30.57,5,2025-05-04,152.85
Tomato,Vegetables,10.42,4,2025-03-28,41.68
Yogurt,Dairy,12.1,9,2025-05-14,108.9
Chips,Snacks,22.37,14,2024-11-04,313.18
Potato,Vegetables,38.39,15,2024-09-02,575.85
Mango,Fruits,2.32,15,2024-10-15,34.8
Potato,Vegetables,15.55,2,2024-08-06,31.1
Mango,Fruits,37.64,1,2025-05-31,37.64
Tomato,Vegetables,6.2,12,2025-01-02,74.4
Grapes,Fruits,14.38,5,2025-06-20,71.9
Apple,Fruits,46.75,6,2025-02-28,280.5
Onion,Vegetables,44.0,3,2025-04-18,132.0
Soda,Beverages,46.4,4,2025-02-12,185.6
Butter,Dairy,35.15,13,2024-08-28,456.95
Tea,Beverages,22.16,3,2025-02-25,66.48
Mango,Fruits,35.84,8,2025-04-27,286.72
Mango,Fruits,21.49,1,2025-03-23,21.49
Grapes,Fruits,11.96,4,2024-09-20,47.84
Soda,Beverages,40.64,6,2024-12-21,243.84
Tomato,Vegetables,19.43,9,2024-11-08,174.87
Granola Bar,Snacks,45.09,6,2025-04-09,270.54
Soda,Beverages,3.19,20,2025-01-06,63.8
Chips,Snacks,9.97,8,2025-05-31,79.76
Potato,Vegetables,47.05,6,2024-11-18,282.3
Soda,Beverages,37.34,18,2025-03-09,672.12
Banana,Fruits,40.19,18,2025-03-04,723.42
Milk,Dairy,40.16,5,2024-08-28,200.8
Banana,Fruits,37.78,5,2024-12-31,188.9
Orange,Fruits,47.41,3,2025-03-11,142.23
Grapes,Fruits,41.61,6,2024-10-14,249.66
Tea,Beverages,48.67,14,2024-12-30,681.38
Popcorn,Snacks,34.95,9,2024-07-25,314.55
Cookies,Snacks,14.98,2,2024-08-19,29.96
Yogurt,Dairy,40.19,9,2024-09-26,361.71
Onion,Vegetables,26.75,18,2025-03-03,481.5
Carrot,Vegetables,6.99,6,2024-08-09,41.94
Milk,Dairy,12.78,18,2024-09-14,230.04
Juice,Beverages,20.83,7,2025-01-14,145.81
Granola Bar,Snacks,42.34,2,2024-06-22,84.68
Apple,Fruits,1.13,3,2024-12-30,3.39
Banana,Fruits,33.31,18,2024-08-23,599.58
Cheese,Dairy,29.71,8,2024-12-03,237.68
Popcorn,Snacks,29.8,2,2025-03-26,59.6
Coffee,Beverages,16.74,1,2024-12-28,16.74
Tea,Beverages,24.73,5,2025-02-16,123.65
Milk,Dairy,24.52,4,2025-05-16,98.08
Butter,Dairy,6.45,11,2024-08-01,70.95
Butter,Dairy,25.96,15,2025-06-11,389.4
Orange,Fruits,16.74,6,2024-06-25,100.44
Water,Beverages,29.31,9,2024-09-16,263.79
Coffee,Beverages,48.52,17,2024-09-28,824.84
Potato,Vegetables,2.98,1,2024-12-18,2.98
Chips,Snacks,19.76,17,2024-07-15,335.92
Coffee,Beverages,18.84,8,2024-11-30,150.72
Granola Bar,Snacks,34.42,2,2025-01-17,68.84
Apple,Fruits,9.6,1,2024-12-18,9.6
Cheese,Dairy,42.15,4,2025-02-24,168.6
Milk,Dairy,30.47,17,2024-10-07,517.99
Yogurt,Dairy,5.73,15,2025-03-07,85.95
Butter,Dairy,3.29,4,2024-08-02,13.16
Spinach,Vegetables,3.3,20,2025-06-17,66.0
Tomato,Vegetables,49.65,18,2024-07-07,893.7
Granola Bar,Snacks,23.34,12,2024-11-20,280.08
Granola Bar,Snacks,1.29,14,2025-04-03,18.06
Cheese,Dairy,8.53,15,2025-04-17,127.95
Soda,Beverages,30.42,18,2024-09-26,547.56
Grapes,Fruits,12.05,15,2024-10-07,180.75
Popcorn,Snacks,22.55,7,2025-05-14,157.85
Carrot,Vegetables,48.12,14,2025-01-15,673.68
Soda,Beverages,29.89,7,2025-01-02,209.23
Yogurt,Dairy,4.19,5,2024-07-15,20.95
Onion,Vegetables,48.85,8,2024-09-15,390.8
Juice,Beverages,39.71,13,2025-04-24,516.23
Nuts,Snacks,10.91,12,2025-06-07,130.92
Carrot,Vegetables,5.83,11,2024-09-11,64.13
Potato,Vegetables,6.03,5,2024-07-02,30.15
Mango,Fruits,42.1,16,2025-01-27,673.6
Cookies,Snacks,47.09,20,2025-03-26,941.8
Coffee,Beverages,9.49,19,2024-11-25,180.31
Apple,Fruits,39.5,15,2024-07-01,592.5
Potato,Vegetables,12.35,17,2024-09-17,209.95
Nuts,Snacks,5.24,10,2025-05-10,52.4
Tea,Beverages,23.08,15,2024-07-07,346.2
Carrot,Vegetables,3.29,5,2024-08-06,16.45
Popcorn,Snacks,42.15,12,2025-01-27,505.8
Tea,Beverages,22.04,16,2025-04-10,352.64
Butter,Dairy,34.28,12,2024-10-29,411.36
Grapes,Fruits,46.16,20,2024-09-06,923.2
Coffee,Beverages,6.18,3,2025-03-12,18.54
Yogurt,Dairy,26.65,20,2025-05-30,533.0
Tea,Beverages,19.56,5,2025-05-19,97.8
Banana,Fruits,15.54,1,2024-07-24,15.54
Banana,Fruits,5.99,19,2024-11-12,113.81
Nuts,Snacks,13.17,8,2024-12-01,105.36
Cream,Dairy,35.54,3,2024-12-14,106.62
Tea,Beverages,15.8,15,2024-06-28,237.0
Juice,Beverages,21.13,5,2025-05-27,105.65
Grapes,Fruits,25.53,13,2024-10-31,331.89
Nuts,Snacks,42.01,16,2024-12-03,672.16
Juice,Beverages,34.23,5,2025-05-15,171.15
Granola Bar,Snacks,15.16,19,2024-09-05,288.04
Water,Beverages,48.83,4,2024-10-17,195.32
Coffee,Beverages,4.28,8,2025-05-28,34.24
Popcorn,Snacks,4.25,4,2025-03-27,17.0
Orange,Fruits,8.7,13,2025-05-25,113.1
Grapes,Fruits,27.03,17,2024-11-06,459.51
Juice,Beverages,7.12,20,2024-08-21,142.4
Apple,Fruits,41.61,11,2024-12-19,457.71
Cheese,Dairy,32.13,4,2025-04-29,128.52
Juice,Beverages,14.33,5,2025-06-02,71.65
Nuts,Snacks,12.76,16,2024-10-11,204.16
Tomato,Vegetables,37.73,9,2025-03-20,339.57
Soda,Beverages,27.71,19,2024-09-02,526.49
Popcorn,Snacks,15.02,8,2025-02-04,120.16
Juice,Beverages,43.47,8,2025-05-01,347.76
Tomato,Vegetables,2.13,15,2024-10-23,31.95
Cream,Dairy,15.49,16,2024-12-13,247.84
Granola Bar,Snacks,49.26,11,2024-10-03,541.86
Potato,Vegetables,31.78,20,2024-12-02,635.6
Coffee,Beverages,31.33,13,2024-11-14,407.29
Granola Bar,Snacks,26.94,1,2025-02-15,26.94
Tomato,Vegetables,30.38,15,2025-01-05,455.7
Yogurt,Dairy,5.04,5,2025-01-13,25.2
Butter,Dairy,23.51,9,2025-02-18,211.59
Spinach,Vegetables,14.65,16,2024-08-09,234.4
Apple,Fruits,49.9,10,2025-03-16,499.0
Cookies,Snacks,13.71,2,2025-03-28,27.42
Cheese,Dairy,18.18,6,2024-11-22,109.08
Juice,Beverages,23.66,7,2025-06-03,165.62
Chips,Snacks,10.35,16,2024-09-28,165.6
Apple,Fruits,17.94,15,2024-10-29,269.1
Soda,Beverages,23.35,5,2024-07-18,116.75
Potato,Vegetables,6.13,3,2025-02-01,18.39
Potato,Vegetables,3.16,18,2025-04-07,56.88
Tomato,Vegetables,39.18,9,2025-03-05,352.62
Grapes,Fruits,29.48,17,2024-09-26,501.16
Nuts,Snacks,24.55,10,2025-03-14,245.5
Cream,Dairy,10.79,5,2024-11-08,53.95
Water,Beverages,30.53,8,2024-09-19,244.24
Banana,Fruits,29.82,20,2025-03-15,596.4
Cream,Dairy,23.04,9,2025-02-21,207.36
Cheese,Dairy,21.28,12,2025-01-05,255.36
Grapes,Fruits,25.15,17,2024-10-26,427.55
Yogurt,Dairy,32.37,18,2024-07-07,582.66
Tea,Beverages,33.61,14,2024-06-25,470.54
Cheese,Dairy,42.08,19,2025-05-09,799.52
Grapes,Fruits,46.88,19,2025-04-22,890.72
Carrot,Vegetables,20.83,8,2025-05-07,166.64
Soda,Beverages,31.27,14,2025-02-24,437.78
Tomato,Vegetables,27.89,20,2025-04-28,557.8
Coffee,Beverages,34.58,7,2024-08-03,242.06
Orange,Fruits,24.79,13,2025-06-03,322.27
Spinach,Vegetables,4.68,20,2025-04-16,93.6
Orange,Fruits,29.76,14,2024-09-01,416.64
Cookies,Snacks,26.76,16,2024-08-25,428.16
Cream,Dairy,45.1,9,2024-07-15,405.9
Apple,Fruits,41.51,16,2024-10-06,664.16
Coffee,Beverages,39.87,10,2024-10-06,398.7
Nuts,Snacks,26.26,7,2025-02-11,183.82
Water,Beverages,22.89,13,2024-08-11,297.57
Carrot,Vegetables,47.29,6,2024-08-11,283.74
Cookies,Snacks,37.42,16,2024-11-27,598.72
Butter,Dairy,39.54,13,2024-08-15,514.02
Butter,Dairy,37.71,7,2025-01-02,263.97
Grapes,Fruits,1.02,8,2024-12-09,8.16
Tea,Beverages,34.16,18,2024-12-06,614.88
Potato,Vegetables,29.07,7,2024-11-06,203.49
Carrot,Vegetables,35.67,16,2025-01-16,570.72
Nuts,Snacks,31.13,13,2024-12-20,404.69
Nuts,Snacks,13.21,4,2024-09-20,52.84
Onion,Vegetables,32.04,11,2024-11-24,352.44
Milk,Dairy,8.35,3,2024-07-11,25.05
Cheese,Dairy,4.22,3,2025-06-14,12.66
Onion,Vegetables,19.63,13,2024-12-09,255.19
Banana,Fruits,13.04,14,2025-01-10,182.56
Cheese,Dairy,3.33,19,2024-10-17,63.27
Milk,Dairy,35.65,15,2024-09-23,534.75
Tomato,Vegetables,12.83,7,2025-01-12,89.81
Soda,Beverages,37.56,2,2024-10-22,75.12
Soda,Beverages,22.33,18,2025-05-20,401.94
Milk,Dairy,49.06,11,2024-10-11,539.66
Potato,Vegetables,24.3,9,2024-11-15,218.7
Juice,Beverages,24.53,20,2024-11-22,490.6
Onion,Vegetables,21.16,1,2025-05-25,21.16
Mango,Fruits,3.43,3,2024-12-29,10.29
Banana,Fruits,43.24,11,2024-10-02,475.64
Yogurt,Dairy,46.54,16,2025-01-01,744.64
Grapes,Fruits,15.02,9,2024-08-19,135.18
Nuts,Snacks,47.07,17,2025-05-28,800.19
Grapes,Fruits,47.43,17,2024-09-27,806.31
Granola Bar,Snacks,48.05,7,2024-09-15,336.35
Granola Bar,Snacks,8.84,10,2024-10-22,88.4
Cheese,Dairy,22.84,13,2025-02-05,296.92
Potato,Vegetables,44.84,14,2024-08-09,627.76
Soda,Beverages,36.63,8,2024-11-19,293.04
Cheese,Dairy,21.31,8,2024-07-30,170.48
Banana,Fruits,15.53,6,2025-02-19,93.18
Carrot,Vegetables,11.97,2,2024-07-19,23.94
Mango,Fruits,13.38,15,2025-05-29,200.7
Mango,Fruits,35.97,4,2024-08-26,143.88
Apple,Fruits,21.01,10,2025-05-22,210.1
Soda,Beverages,2.35,12,2025-04-16,28.2
Banana,Fruits,39.7,11,2025-03-07,436.7
Tomato,Vegetables,26.83,15,2024-06-23,402.45
Tomato,Vegetables,43.59,17,2025-03-22,741.03
Milk,Dairy,3.22,17,2025-06-01,54.74
Grapes,Fruits,27.29,11,2025-05-01,300.19
Cheese,Dairy,17.4,14,2024-07-21,243.6
Juice,Beverages,44.51,9,2025-06-13,400.59
Soda,Beverages,15.24,6,2024-10-09,91.44
Carrot,Vegetables,27.12,6,2025-03-19,162.72
Soda,Beverages,38.98,4,2025-05-22,155.92
Cheese,Dairy,29.58,9,2025-05-24,266.22
Tea,Beverages,7.71,14,2025-04-20,107.94
Cream,Dairy,36.32,1,2024-07-04,36.32
Water,Beverages,7.53,1,2024-12-23,7.53
Tomato,Vegetables,44.16,16,2024-06-28,706.56
Apple,Fruits,35.77,8,2025-01-21,286.16
Yogurt,Dairy,31.55,11,2024-12-24,347.05
Cookies,Snacks,30.45,17,2024-08-31,517.65
Cookies,Snacks,46.96,2,2025-03-09,93.92
Coffee,Beverages,28.66,15,2024-11-20,429.9
Tea,Beverages,16.0,5,2024-11-01,80.0
Cheese,Dairy,49.56,17,2024-09-25,842.52
Milk,Dairy,9.98,17,2024-08-26,169.66
Granola Bar,Snacks,7.49,12,2025-01-05,89.88
Banana,Fruits,26.61,9,2025-01-07,239.49
Cream,Dairy,34.16,6,2025-03-01,204.96
Water,Beverages,44.56,14,2024-09-06,623.84
Onion,Vegetables,24.11,1,2025-04-16,24.11
Juice,Beverages,36.94,14,2024-12-16,517.16
Butter,Dairy,25.88,11,2024-07-29,284.68
Carrot,Vegetables,41.83,2,2024-09-10,83.66
Yogurt,Dairy,28.13,11,2024-06-28,309.43
Potato,Vegetables,5.12,9,2024-12-14,46.08
Mango,Fruits,43.14,18,2024-10-22,776.52
Juice,Beverages,18.87,9,2024-07-23,169.83
Nuts,Snacks,41.63,19,2024-09-26,790.97
Banana,Fruits,3.58,8,2025-04-29,28.64
Popcorn,Snacks,6.2,12,2025-06-02,74.4
Water,Beverages,13.03,16,2024-09-20,208.48
Spinach,Vegetables,6.69,20,2024-08-15,133.8
Milk,Dairy,21.85,19,2024-07-20,415.15
Nuts,Snacks,6.7,18,2025-03-08,120.6
Grapes,Fruits,16.22,7,2025-03-16,113.54
Soda,Beverages,16.1,19,2024-07-20,305.9
Banana,Fruits,49.84,2,2025-03-13,99.68
Orange,Fruits,41.51,13,2025-06-20,539.63
Water,Beverages,41.92,12,2024-10-21,503.04
Butter,Dairy,27.17,6,2024-11-13,163.02
Granola Bar,Snacks,39.28,11,2024-12-20,432.08
Apple,Fruits,30.21,12,2024-11-05,362.52
Granola Bar,Snacks,47.44,6,2024-11-09,284.64
Soda,Beverages,6.61,18,2025-02-15,118.98
Orange,Fruits,23.6,11,2024-09-08,259.6
Soda,Beverages,47.48,10,2025-01-19,474.8
Nuts,Snacks,24.0,14,2024-07-20,336.0
Carrot,Vegetables,8.77,4,2025-06-22,35.08
Cheese,Dairy,5.07,9,2024-10-17,45.63
Soda,Beverages,22.88,17,2024-06-25,388.96
Apple,Fruits,29.58,15,2024-07-16,443.7
Yogurt,Dairy,7.97,5,2024-09-03,39.85
Popcorn,Snacks,21.09,6,2025-06-16,126.54
Carrot,Vegetables,29.08,15,2024-08-20,436.2
Onion,Vegetables,36.6,6,2025-02-14,219.6
Spinach,Vegetables,43.27,12,2024-12-17,519.24
Tea,Beverages,19.88,7,2024-09-26,139.16
Potato,Vegetables,39.31,15,2024-07-09,589.65
Yogurt,Dairy,21.91,20,2025-04-16,438.2
Grapes,Fruits,30.93,20,2024-10-19,618.6
Juice,Beverages,48.82,6,2024-07-19,292.92
Soda,Beverages,16.25,7,2024-12-25,113.75
Popcorn,Snacks,33.52,17,2025-01-12,569.84
Orange,Fruits,46.85,1,2025-05-15,46.85
Carrot,Vegetables,20.16,5,2025-02-07,100.8
Coffee,Beverages,27.94,20,2024-09-15,558.8
Carrot,Vegetables,35.22,8,2024-08-19,281.76
Carrot,Vegetables,37.59,11,2025-03-27,413.49
Nuts,Snacks,7.79,13,2024-08-02,101.27
Cookies,Snacks,5.23,4,2024-07-29,20.92
Cookies,Snacks,42.0,6,2025-02-02,252.0
Carrot,Vegetables,31.44,20,2024-10-25,628.8
Tomato,Vegetables,15.41,2,2025-05-05,30.82
Cheese,Dairy,12.49,18,2024-07-12,224.82
Carrot,Vegetables,43.79,10,2025-03-15,437.9
Banana,Fruits,20.77,6,2024-09-12,124.62
Juice,Beverages,44.96,9,2025-03-11,404.64
Orange,Fruits,34.78,1,2025-03-14,34.78
Cookies,Snacks,45.09,5,2024-09-15,225.45
Cookies,Snacks,6.17,19,2024-10-16,117.23
Tea,Beverages,25.12,3,2024-08-29,75.36
Banana,Fruits,12.8,8,2025-04-27,102.4
Milk,Dairy,48.92,11,2024-07-20,538.12
Cookies,Snacks,48.15,17,2024-10-06,818.55
Chips,Snacks,15.14,17,2025-05-25,257.38
Mango,Fruits,16.17,2,2024-11-18,32.34
Grapes,Fruits,45.77,16,2025-06-06,732.32
Orange,Fruits,7.56,7,2024-08-01,52.92
Cookies,Snacks,22.25,19,2025-01-04,422.75
Carrot,Vegetables,33.93,13,2024-11-14,441.09
Mango,Fruits,13.44,18,2025-04-21,241.92
Apple,Fruits,47.69,20,2024-07-19,953.8
Milk,Dairy,1.82,13,2024-09-18,23.66
Banana,Fruits,29.61,9,2024-11-03,266.49
Tea,Beverages,47.83,5,2025-01-27,239.15
Mango,Fruits,41.05,7,2025-02-03,287.35
Nuts,Snacks,7.38,18,2025-06-14,132.84
Butter,Dairy,20.13,19,2024-07-29,382.47
Spinach,Vegetables,17.17,6,2024-10-28,103.02
Yogurt,Dairy,7.15,14,2025-04-12,100.1
Cheese,Dairy,11.45,11,2024-07-16,125.95
Butter,Dairy,9.26,9,2024-11-13,83.34
Spinach,Vegetables,8.61,1,2025-03-17,8.61
Mango,Fruits,36.38,11,2024-07-11,400.18
Popcorn,Snacks,4.38,11,2024-11-27,48.18
Popcorn,Snacks,47.61,7,2024-10-30,333.27
Soda,Beverages,17.45,15,2024-12-17,261.75
Potato,Vegetables,27.74,18,2025-03-10,499.32
Mango,Fruits,32.21,8,2024-12-17,257.68
Cream,Dairy,36.99,18,2024-07-07,665.82
Carrot,Vegetables,37.82,15,2025-05-13,567.3
Cookies,Snacks,22.41,5,2025-05-11,112.05
Grapes,Fruits,24.71,11,2025-01-21,271.81
Grapes,Fruits,47.68,7,2024-07-24,333.76
Potato,Vegetables,11.88,3,2025-03-06,35.64
Cream,Dairy,26.22,4,2024-07-07,104.88
Soda,Beverages,11.77,7,2024-09-14,82.39
Soda,Beverages,17.42,20,2024-06-29,348.4
Grapes,Fruits,35.03,19,2024-10-14,665.57
Cookies,Snacks,26.04,14,2025-03-25,364.56
Juice,Beverages,19.46,4,2025-02-26,77.84
Tea,Beverages,12.82,18,2024-10-25,230.76
Juice,Beverages,17.16,4,2024-10-01,68.64
Juice,Beverages,22.4,1,2025-05-16,22.4
Apple,Fruits,45.0,18,2025-05-15,810.0
Banana,Fruits,41.4,7,2024-08-11,289.8
Cream,Dairy,22.9,5,2025-06-02,114.5
Tomato,Vegetables,11.7,15,2025-02-11,175.5
Soda,Beverages,9.1,4,2025-05-02,36.4
Carrot,Vegetables,27.24,13,2025-05-19,354.12
Cookies,Snacks,10.19,12,2025-04-16,122.28
Onion,Vegetables,30.97,19,2025-01-12,588.43
Butter,Dairy,40.9,3,2025-05-20,122.7
Butter,Dairy,7.24,17,2024-07-16,123.08
Spinach,Vegetables,48.79,18,2025-03-06,878.22
Juice,Beverages,13.63,13,2024-10-09,177.19
Carrot,Vegetables,20.65,20,2024-11-28,413.0
