id,timestamp,sender,message
2132,2025-05-31 12:38:01,BOBBNK,INR 12766.71 spent at Swiggy/Zomato. Avl bal: 12547.67
2133,2025-01-18 20:36:29,HDFCBK,INR 13400.04 spent at Swiggy/Zomato. Avl bal: 28714.89
2134,2025-01-27 19:28:39,GPay,You paid ₹7970.76 to Uber/Ola. UPI Ref: 891536105
2135,2025-05-26 09:32:00,GPay,Rs. 5774.95 debited towards Netflix/Amazon Prime. Thank you for using GPay
2136,2025-01-06 19:18:01,GPay,Rs. 2911.48 debited for Rent via NEFT to Shari. A/c bal: Rs. 8091.63
2137,2025-03-01 07:06:09,HDFCBK,INR 8571.87 spent at Swiggy/Zomato. Avl bal: 11652.82
2138,2025-06-23 02:38:31,BOBBNK,Rs. 9718.74 debited towards Netflix/Amazon Prime. Thank you for using BOBBNK
2139,2025-04-11 02:16:34,AXISBANK,INR 5251.57 spent at Amazon. Avl bal: 38606.29
2140,2025-03-25 09:11:52,SBIINB,Rs. 2588.74 debited for Rent via NEFT to Mary. A/c bal: Rs. 38690.19
2141,2024-12-27 02:08:26,GPay,Rs. 6448.88 debited for Electricity/Water Bill.
2142,2025-01-02 21:19:18,AXISBANK,You paid ₹2615.6 to Uber/Ola. UPI Ref: 362644724
2143,2025-03-15 23:03:14,HDFCBK,Rs. 1476.44 debited towards Netflix/Amazon Prime. Thank you for using HDFCBK
2144,2025-06-16 02:42:54,HDFCBK,Rs. 7114.64 debited for Rent via NEFT to Rebecca. A/c bal: Rs. 8836.55
2145,2025-03-29 17:51:32,BOBBNK,INR 3207.63 spent at Swiggy/Zomato. Avl bal: 37580.5
2146,2025-05-15 22:14:13,AXISBANK,You paid ₹9574.12 to Uber/Ola. UPI Ref: 461585159
2147,2025-01-01 22:45:09,BOBBNK,Rs. 5642.92 debited for Electricity/Water Bill.
2148,2025-06-21 23:45:50,BOBBNK,INR 7817.17 spent at Amazon. Avl bal: 3082.58
2149,2025-06-06 08:57:45,HDFCBK,Rs. 12576.61 debited for Rent via NEFT to Laurie. A/c bal: Rs. 40822.52
2150,2025-04-20 15:18:55,AXISBANK,Rs. 3144.3 debited towards Netflix/Amazon Prime. Thank you for using AXISBANK
2151,2025-04-12 07:19:36,AXISBANK,Rs. 11972.19 debited for Electricity/Water Bill.
2152,2025-01-23 06:12:40,ICICIBANK,Rs. 753.3 debited for Electricity/Water Bill.
2153,2025-04-02 16:23:53,GPay,Rs. 11087.38 debited for Electricity/Water Bill.
2154,2024-12-30 21:49:40,GPay,You paid ₹12568.49 to Uber/Ola. UPI Ref: 226525974
2155,2025-06-25 21:41:55,AXISBANK,INR 12950.05 spent at Swiggy/Zomato. Avl bal: 18582.96
2156,2025-05-12 09:15:33,BOBBNK,INR 12526.24 spent at Amazon. Avl bal: 3188.39
2157,2025-06-12 01:37:51,AXISBANK,Rs. 5400.2 debited towards Netflix/Amazon Prime. Thank you for using AXISBANK
2158,2025-03-11 00:48:46,GPay,You paid ₹4682.87 to Uber/Ola. UPI Ref: 308932252
2159,2025-06-25 20:51:19,HDFCBK,Rs. 10863.23 debited for Rent via NEFT to Lori. A/c bal: Rs. 48520.63
2160,2025-01-05 22:59:35,GPay,Rs. 500.59 debited for Electricity/Water Bill.
2161,2025-06-11 14:21:46,AXISBANK,Rs. 1129.68 debited towards Netflix/Amazon Prime. Thank you for using AXISBANK
2162,2025-05-03 21:16:06,BOBBNK,INR 8409.43 spent at Swiggy/Zomato. Avl bal: 6627.35
2163,2025-04-09 21:37:04,AXISBANK,You paid ₹611.76 to Uber/Ola. UPI Ref: 593833292
2164,2025-01-20 09:51:21,ICICIBANK,INR 3501.32 spent at Swiggy/Zomato. Avl bal: 33103.29
2165,2025-06-06 17:01:01,ICICIBANK,INR 7628.28 spent at Swiggy/Zomato. Avl bal: 44089.14
2166,2025-01-02 17:33:57,GPay,INR 6635.95 spent at Amazon. Avl bal: 25396.07
2167,2025-05-09 12:37:24,GPay,INR 7801.67 spent at Swiggy/Zomato. Avl bal: 1070.1
2168,2025-03-22 10:08:18,BOBBNK,Rs. 3136.45 debited for Rent via NEFT to Angela. A/c bal: Rs. 2412.69
2169,2025-06-20 15:48:46,BOBBNK,INR 454.91 spent at Amazon. Avl bal: 43802.59
2170,2025-05-05 05:45:05,SBIINB,Rs. 12427.79 debited towards Netflix/Amazon Prime. Thank you for using SBIINB
2171,2025-05-15 02:15:59,BOBBNK,Rs. 11248.71 debited towards Netflix/Amazon Prime. Thank you for using BOBBNK
2172,2025-04-20 08:58:30,ICICIBANK,You paid ₹11142.21 to Uber/Ola. UPI Ref: 319090424
2173,2025-06-19 01:45:40,HDFCBK,INR 8586.35 spent at Swiggy/Zomato. Avl bal: 22777.0
2174,2025-03-31 17:29:08,SBIINB,INR 8069.14 spent at Amazon. Avl bal: 44129.01
2175,2025-02-03 13:44:09,BOBBNK,INR 13234.34 spent at Swiggy/Zomato. Avl bal: 39447.15
2176,2025-01-04 03:32:26,AXISBANK,You paid ₹6240.51 to Uber/Ola. UPI Ref: 143546866
2177,2025-02-09 12:24:08,HDFCBK,You paid ₹14418.13 to Uber/Ola. UPI Ref: 84986046
2178,2025-06-19 19:50:42,SBIINB,You paid ₹7936.65 to Uber/Ola. UPI Ref: 180414093
2179,2025-05-18 10:38:06,GPay,INR 10685.91 spent at Swiggy/Zomato. Avl bal: 40626.79
2180,2025-04-22 04:20:32,ICICIBANK,Rs. 4343.83 debited for Rent via NEFT to Michael. A/c bal: Rs. 3139.02
2181,2025-01-26 23:40:46,HDFCBK,Rs. 10691.28 debited for Electricity/Water Bill.
2182,2025-06-15 11:57:07,BOBBNK,INR 793.29 spent at Amazon. Avl bal: 40941.29
2183,2025-02-07 10:56:48,AXISBANK,You paid ₹6538.44 to Uber/Ola. UPI Ref: 312438359
2184,2025-04-10 14:17:01,HDFCBK,Rs. 9828.39 debited for Electricity/Water Bill.
2185,2025-03-28 19:21:08,AXISBANK,Rs. 10220.12 debited for Electricity/Water Bill.
2186,2025-06-05 06:38:53,AXISBANK,Rs. 3175.59 debited for Electricity/Water Bill.
2187,2025-06-24 08:45:59,HDFCBK,Rs. 12829.07 debited for Electricity/Water Bill.
2188,2025-05-04 15:04:57,HDFCBK,INR 11229.39 spent at Swiggy/Zomato. Avl bal: 17248.7
2189,2025-04-16 23:09:17,AXISBANK,Rs. 14703.04 debited towards Netflix/Amazon Prime. Thank you for using AXISBANK
2190,2024-12-31 04:48:55,GPay,INR 5787.19 spent at Amazon. Avl bal: 45654.8
2191,2025-05-12 16:51:49,HDFCBK,INR 5692.73 spent at Amazon. Avl bal: 43727.65
2192,2025-05-11 20:25:28,GPay,Rs. 8712.66 debited for Electricity/Water Bill.
2193,2025-05-28 11:34:48,HDFCBK,Rs. 5988.54 debited for Electricity/Water Bill.
2194,2025-05-12 05:02:51,BOBBNK,You paid ₹1987.3 to Uber/Ola. UPI Ref: 194148466
2195,2025-01-26 00:22:48,AXISBANK,You paid ₹9645.59 to Uber/Ola. UPI Ref: 437458740
2196,2025-02-12 03:05:14,HDFCBK,Rs. 4285.5 debited for Electricity/Water Bill.
2197,2025-03-22 17:46:00,HDFCBK,INR 7828.18 spent at Amazon. Avl bal: 24001.6
2198,2025-05-27 00:20:04,ICICIBANK,INR 4419.29 spent at Swiggy/Zomato. Avl bal: 37774.82
2199,2025-03-12 08:02:11,HDFCBK,Rs. 2089.77 debited towards Netflix/Amazon Prime. Thank you for using HDFCBK
2200,2025-06-25 14:53:23,ICICIBANK,Rs. 3652.67 debited towards Netflix/Amazon Prime. Thank you for using ICICIBANK
2201,2025-02-01 11:28:40,SBIINB,You paid ₹12805.78 to Uber/Ola. UPI Ref: 184735469
2202,2025-01-23 23:10:47,HDFCBK,Rs. 1104.58 debited for Rent via NEFT to Amber. A/c bal: Rs. 7387.83
2203,2025-01-31 00:01:21,GPay,You paid ₹9268.42 to Uber/Ola. UPI Ref: 44486083
2204,2025-05-10 03:48:44,ICICIBANK,Rs. 2971.74 debited towards Netflix/Amazon Prime. Thank you for using ICICIBANK
2205,2025-04-03 13:37:58,ICICIBANK,INR 2340.71 spent at Swiggy/Zomato. Avl bal: 37355.59
2206,2025-03-27 10:34:45,BOBBNK,Rs. 264.55 debited for Rent via NEFT to Emily. A/c bal: Rs. 8699.45
2207,2024-12-29 04:07:35,SBIINB,INR 3041.78 spent at Amazon. Avl bal: 48832.18
2208,2025-05-07 15:26:06,ICICIBANK,Rs. 1520.81 debited towards Netflix/Amazon Prime. Thank you for using ICICIBANK
2209,2024-12-26 17:47:25,HDFCBK,Rs. 13112.64 debited for Rent via NEFT to Julie. A/c bal: Rs. 35038.18
2210,2025-04-10 20:48:08,SBIINB,Rs. 12243.3 debited for Rent via NEFT to Betty. A/c bal: Rs. 45177.11
2211,2025-02-23 07:02:45,GPay,INR 14123.06 spent at Amazon. Avl bal: 34635.04
2212,2025-05-07 04:39:58,GPay,You paid ₹2648.62 to Uber/Ola. UPI Ref: 457308793
2213,2025-01-24 03:01:19,HDFCBK,INR 14966.61 spent at Swiggy/Zomato. Avl bal: 11940.47
2214,2024-12-28 09:13:31,HDFCBK,You paid ₹10437.34 to Uber/Ola. UPI Ref: 681016870
2215,2025-05-25 16:56:36,GPay,Rs. 8960.92 debited towards Netflix/Amazon Prime. Thank you for using GPay
2216,2025-03-18 08:33:17,ICICIBANK,You paid ₹11190.51 to Uber/Ola. UPI Ref: 546821690
2217,2025-04-11 20:57:15,AXISBANK,INR 8596.56 spent at Amazon. Avl bal: 8946.11
2218,2025-05-26 18:02:48,ICICIBANK,Rs. 2981.31 debited towards Netflix/Amazon Prime. Thank you for using ICICIBANK
2219,2025-04-28 06:49:20,GPay,You paid ₹10220.81 to Uber/Ola. UPI Ref: 98595664
2220,2025-06-13 23:01:42,HDFCBK,INR 5130.43 spent at Amazon. Avl bal: 27422.74
2221,2025-04-07 14:16:59,AXISBANK,You paid ₹6785.36 to Uber/Ola. UPI Ref: 241366023
2222,2025-05-08 22:15:23,AXISBANK,Rs. 5283.87 debited for Rent via NEFT to Elizabeth. A/c bal: Rs. 39432.68
2223,2025-05-06 20:35:44,BOBBNK,INR 12391.3 spent at Amazon. Avl bal: 6448.81
2224,2025-05-25 12:39:00,BOBBNK,You paid ₹7087.13 to Uber/Ola. UPI Ref: 389590033
2225,2025-01-15 04:41:12,HDFCBK,Rs. 3955.0 debited for Electricity/Water Bill.
2226,2025-04-08 22:00:47,AXISBANK,Rs. 12448.16 debited for Rent via NEFT to William. A/c bal: Rs. 17224.84
2227,2025-02-27 13:17:23,GPay,Rs. 5011.22 debited for Rent via NEFT to Julia. A/c bal: Rs. 18640.43
2228,2025-01-02 11:34:49,SBIINB,INR 13848.48 spent at Amazon. Avl bal: 13382.97
2229,2025-05-21 14:03:57,HDFCBK,INR 13362.15 spent at Swiggy/Zomato. Avl bal: 8429.91
2230,2025-05-18 20:09:24,BOBBNK,Rs. 10996.76 debited towards Netflix/Amazon Prime. Thank you for using BOBBNK
2231,2025-04-23 09:38:12,ICICIBANK,You paid ₹12136.48 to Uber/Ola. UPI Ref: 723310751
2232,2025-03-01 19:16:27,HDFCBK,INR 6024.36 spent at Swiggy/Zomato. Avl bal: 42042.74
2233,2025-05-22 15:54:05,BOBBNK,Rs. 6015.23 debited for Electricity/Water Bill.
2234,2025-03-28 19:20:57,GPay,Rs. 12348.53 debited for Rent via NEFT to Crystal. A/c bal: Rs. 13106.65
2235,2025-06-13 02:59:57,ICICIBANK,You paid ₹10033.22 to Uber/Ola. UPI Ref: 465769514
2236,2025-04-25 00:08:22,GPay,INR 7884.82 spent at Amazon. Avl bal: 34828.64
2237,2024-12-30 22:34:20,HDFCBK,Rs. 8952.83 debited towards Netflix/Amazon Prime. Thank you for using HDFCBK
2238,2025-02-09 06:02:25,BOBBNK,Rs. 1513.97 debited towards Netflix/Amazon Prime. Thank you for using BOBBNK
2239,2025-05-08 02:50:47,BOBBNK,INR 12663.35 spent at Amazon. Avl bal: 23843.36
2240,2025-01-07 07:24:13,ICICIBANK,INR 6864.79 spent at Amazon. Avl bal: 5003.88
2241,2025-03-25 10:49:15,HDFCBK,Rs. 3858.49 debited for Rent via NEFT to Curtis. A/c bal: Rs. 13637.36
2242,2025-03-18 22:36:57,SBIINB,Rs. 1566.38 debited towards Netflix/Amazon Prime. Thank you for using SBIINB
2243,2025-04-30 01:44:23,BOBBNK,Rs. 8112.96 debited towards Netflix/Amazon Prime. Thank you for using BOBBNK
2244,2025-02-28 07:28:10,BOBBNK,You paid ₹3664.29 to Uber/Ola. UPI Ref: 335995291
2245,2025-01-26 05:33:15,BOBBNK,INR 835.11 spent at Swiggy/Zomato. Avl bal: 33182.07
2246,2025-04-14 19:48:00,HDFCBK,Rs. 6549.16 debited for Electricity/Water Bill.
2247,2025-03-17 08:42:04,BOBBNK,Rs. 1596.68 debited towards Netflix/Amazon Prime. Thank you for using BOBBNK
2248,2025-04-27 12:57:33,AXISBANK,You paid ₹9755.43 to Uber/Ola. UPI Ref: 371494761
2249,2025-02-27 10:25:02,SBIINB,Rs. 11375.72 debited for Electricity/Water Bill.
2250,2025-01-08 03:28:24,SBIINB,Rs. 3625.72 debited for Rent via NEFT to Sandra. A/c bal: Rs. 9415.15
2251,2025-06-25 08:16:53,SBIINB,INR 1639.23 spent at Swiggy/Zomato. Avl bal: 16904.35
2252,2025-01-22 16:03:52,BOBBNK,You paid ₹8476.0 to Uber/Ola. UPI Ref: 346801470
2253,2025-04-01 02:17:44,AXISBANK,Rs. 3976.32 debited towards Netflix/Amazon Prime. Thank you for using AXISBANK
2254,2025-03-10 04:05:30,ICICIBANK,Rs. 5774.67 debited towards Netflix/Amazon Prime. Thank you for using ICICIBANK
2255,2025-01-26 16:18:33,ICICIBANK,Rs. 322.73 debited for Electricity/Water Bill.
2256,2025-04-18 19:54:25,HDFCBK,Rs. 5746.66 debited for Rent via NEFT to Jennifer. A/c bal: Rs. 23731.18
2257,2025-01-27 18:07:41,GPay,Rs. 11449.33 debited towards Netflix/Amazon Prime. Thank you for using GPay
2258,2025-06-04 11:37:24,BOBBNK,Rs. 2944.67 debited for Electricity/Water Bill.
2259,2025-03-04 14:47:22,HDFCBK,Rs. 3019.91 debited for Rent via NEFT to Jennifer. A/c bal: Rs. 30528.89
2260,2025-06-21 05:01:31,HDFCBK,INR 2025.61 spent at Swiggy/Zomato. Avl bal: 12678.99
2261,2025-04-14 00:00:55,HDFCBK,Rs. 5430.83 debited for Rent via NEFT to Dylan. A/c bal: Rs. 13930.5
2262,2025-05-26 09:10:19,GPay,INR 10584.62 spent at Amazon. Avl bal: 47552.27
2263,2025-02-09 07:34:12,BOBBNK,INR 10682.55 spent at Swiggy/Zomato. Avl bal: 3110.54
2264,2025-04-09 23:30:46,HDFCBK,Rs. 6666.21 debited for Rent via NEFT to Martha. A/c bal: Rs. 5282.32
2265,2025-03-09 02:35:05,ICICIBANK,Rs. 1786.87 debited for Electricity/Water Bill.
2266,2025-05-24 05:18:37,AXISBANK,INR 12470.26 spent at Amazon. Avl bal: 8319.44
2267,2025-01-20 22:29:48,AXISBANK,Rs. 11780.58 debited for Electricity/Water Bill.
2268,2025-02-20 00:20:44,AXISBANK,Rs. 1738.88 debited towards Netflix/Amazon Prime. Thank you for using AXISBANK
2269,2025-03-12 14:48:48,BOBBNK,You paid ₹13274.86 to Uber/Ola. UPI Ref: 35967316
2270,2025-01-09 03:06:15,GPay,INR 8154.71 spent at Amazon. Avl bal: 23346.12
2271,2025-03-04 23:26:20,AXISBANK,Rs. 8137.14 debited towards Netflix/Amazon Prime. Thank you for using AXISBANK
2272,2025-02-21 07:11:41,SBIINB,INR 8694.98 spent at Amazon. Avl bal: 19695.54
2273,2025-01-10 17:42:33,GPay,Rs. 11738.74 debited for Rent via NEFT to Ariana. A/c bal: Rs. 7138.68
2274,2025-04-20 08:40:57,HDFCBK,Rs. 2182.59 debited for Rent via NEFT to James. A/c bal: Rs. 7096.21
2275,2025-04-08 19:35:49,SBIINB,Rs. 1960.59 debited for Electricity/Water Bill.
2276,2025-04-09 13:48:58,ICICIBANK,INR 3074.57 spent at Swiggy/Zomato. Avl bal: 7592.97
2277,2025-04-10 21:01:08,AXISBANK,Rs. 10365.2 debited for Electricity/Water Bill.
2278,2025-04-05 12:55:25,HDFCBK,Rs. 3986.13 debited towards Netflix/Amazon Prime. Thank you for using HDFCBK
2279,2025-06-16 09:59:31,BOBBNK,You paid ₹5765.48 to Uber/Ola. UPI Ref: 254509429
2280,2025-04-02 16:42:33,SBIINB,Rs. 12145.96 debited for Electricity/Water Bill.
2281,2025-02-09 03:40:23,GPay,Rs. 12108.71 debited for Rent via NEFT to Amber. A/c bal: Rs. 30489.84
2282,2025-06-06 03:52:09,SBIINB,Rs. 3736.16 debited towards Netflix/Amazon Prime. Thank you for using SBIINB
2283,2025-01-31 03:54:55,SBIINB,Rs. 10599.78 debited for Rent via NEFT to Randy. A/c bal: Rs. 3949.18
2284,2025-02-25 01:46:35,ICICIBANK,Rs. 9623.81 debited for Rent via NEFT to Victoria. A/c bal: Rs. 30770.0
2285,2025-02-14 22:56:11,ICICIBANK,INR 7843.72 spent at Amazon. Avl bal: 34491.34
2286,2025-05-29 16:12:22,AXISBANK,Rs. 1145.67 debited towards Netflix/Amazon Prime. Thank you for using AXISBANK
2287,2025-02-27 17:57:27,SBIINB,Rs. 2604.04 debited for Rent via NEFT to Melinda. A/c bal: Rs. 4242.68
2288,2025-06-20 06:41:02,GPay,Rs. 8237.23 debited for Rent via NEFT to Kayla. A/c bal: Rs. 31010.71
2289,2025-03-03 07:54:04,HDFCBK,INR 13169.16 spent at Amazon. Avl bal: 5276.47
2290,2025-05-24 04:00:43,SBIINB,INR 9958.96 spent at Swiggy/Zomato. Avl bal: 17659.79
2291,2025-06-18 04:04:19,AXISBANK,INR 11630.37 spent at Amazon. Avl bal: 21002.25
2292,2025-03-30 19:41:41,SBIINB,Rs. 10493.63 debited for Electricity/Water Bill.
2293,2025-05-05 15:09:09,AXISBANK,INR 13887.6 spent at Swiggy/Zomato. Avl bal: 35625.1
2294,2025-02-12 13:45:22,SBIINB,Rs. 549.36 debited towards Netflix/Amazon Prime. Thank you for using SBIINB
2295,2025-02-09 06:07:17,ICICIBANK,Rs. 11540.3 debited for Electricity/Water Bill.
2296,2025-02-03 21:46:40,ICICIBANK,Rs. 14895.05 debited for Electricity/Water Bill.
2297,2025-04-22 02:19:08,AXISBANK,INR 6272.3 spent at Amazon. Avl bal: 33027.72
2298,2025-05-27 01:01:50,ICICIBANK,INR 795.39 spent at Swiggy/Zomato. Avl bal: 10564.14
2299,2025-01-10 13:47:44,ICICIBANK,Rs. 10713.68 debited for Electricity/Water Bill.
2300,2025-01-30 22:46:31,GPay,INR 10137.11 spent at Amazon. Avl bal: 8121.74
2301,2025-06-14 00:02:01,GPay,INR 10314.81 spent at Swiggy/Zomato. Avl bal: 47484.4
2302,2025-05-27 03:11:58,SBIINB,Rs. 9504.2 debited towards Netflix/Amazon Prime. Thank you for using SBIINB
2303,2025-06-02 20:14:26,AXISBANK,INR 14812.18 spent at Amazon. Avl bal: 43072.2
2304,2025-03-13 15:17:44,BOBBNK,You paid ₹13483.47 to Uber/Ola. UPI Ref: 595461172
2305,2025-06-11 16:47:32,ICICIBANK,Rs. 2561.82 debited towards Netflix/Amazon Prime. Thank you for using ICICIBANK
2306,2025-06-06 17:22:29,AXISBANK,Rs. 14278.82 debited for Electricity/Water Bill.
2307,2025-03-17 12:26:30,ICICIBANK,Rs. 7531.15 debited for Rent via NEFT to Tiffany. A/c bal: Rs. 42542.62
2308,2025-06-17 08:10:39,HDFCBK,INR 1116.32 spent at Swiggy/Zomato. Avl bal: 2106.47
2309,2025-03-01 09:42:15,BOBBNK,Rs. 1927.89 debited towards Netflix/Amazon Prime. Thank you for using BOBBNK
2310,2025-02-17 07:12:00,SBIINB,INR 10072.61 spent at Swiggy/Zomato. Avl bal: 23450.48
2311,2025-03-03 04:31:00,ICICIBANK,Rs. 5399.06 debited for Electricity/Water Bill.
2312,2025-03-18 02:00:12,AXISBANK,Rs. 13160.92 debited for Rent via NEFT to John. A/c bal: Rs. 18463.37
2313,2025-03-14 14:12:08,ICICIBANK,Rs. 7184.61 debited for Electricity/Water Bill.
2314,2025-06-14 20:31:25,SBIINB,Rs. 3454.02 debited for Electricity/Water Bill.
2315,2025-05-26 15:28:09,HDFCBK,Rs. 3371.54 debited for Rent via NEFT to Christy. A/c bal: Rs. 13962.11
2316,2025-04-18 19:15:30,GPay,INR 11720.81 spent at Amazon. Avl bal: 4234.74
2317,2025-06-04 13:15:52,GPay,Rs. 10892.81 debited towards Netflix/Amazon Prime. Thank you for using GPay
2318,2025-05-23 23:28:21,ICICIBANK,INR 8070.97 spent at Swiggy/Zomato. Avl bal: 37562.11
2319,2025-06-25 08:03:59,ICICIBANK,You paid ₹8397.04 to Uber/Ola. UPI Ref: 399610993
2320,2025-03-13 12:58:58,HDFCBK,You paid ₹14862.88 to Uber/Ola. UPI Ref: 514116908
2321,2025-01-03 13:18:11,AXISBANK,You paid ₹6127.95 to Uber/Ola. UPI Ref: 27321532
2322,2025-01-07 04:46:39,AXISBANK,Rs. 5628.99 debited towards Netflix/Amazon Prime. Thank you for using AXISBANK
2323,2025-06-07 06:03:25,GPay,Rs. 9505.3 debited for Rent via NEFT to Daniel. A/c bal: Rs. 7262.62
2324,2025-02-28 23:40:07,ICICIBANK,You paid ₹1788.93 to Uber/Ola. UPI Ref: 335962723
2325,2025-06-17 15:30:02,AXISBANK,INR 13992.55 spent at Swiggy/Zomato. Avl bal: 5873.88
2326,2025-02-09 23:25:45,ICICIBANK,INR 9423.26 spent at Swiggy/Zomato. Avl bal: 39572.01
2327,2025-03-29 13:33:20,BOBBNK,Rs. 6724.3 debited for Electricity/Water Bill.
2328,2025-02-10 07:59:18,SBIINB,Rs. 5684.48 debited towards Netflix/Amazon Prime. Thank you for using SBIINB
2329,2025-04-04 01:35:16,HDFCBK,INR 12063.85 spent at Swiggy/Zomato. Avl bal: 11538.09
2330,2025-05-21 21:53:26,AXISBANK,Rs. 1445.75 debited for Electricity/Water Bill.
2331,2025-01-20 20:43:26,BOBBNK,Rs. 5334.22 debited towards Netflix/Amazon Prime. Thank you for using BOBBNK
2332,2025-03-04 23:04:05,AXISBANK,Rs. 7868.63 debited for Rent via NEFT to Brittany. A/c bal: Rs. 1542.16
2333,2025-01-21 03:17:03,SBIINB,Rs. 13580.53 debited for Rent via NEFT to Christina. A/c bal: Rs. 25816.92
2334,2025-06-19 08:21:04,BOBBNK,Rs. 7859.58 debited for Electricity/Water Bill.
2335,2025-02-12 02:27:29,SBIINB,Rs. 3088.34 debited for Electricity/Water Bill.
2336,2025-04-07 08:00:12,AXISBANK,Rs. 12847.94 debited towards Netflix/Amazon Prime. Thank you for using AXISBANK
2337,2025-01-21 19:55:50,AXISBANK,INR 2418.46 spent at Amazon. Avl bal: 4298.76
2338,2025-02-27 16:57:58,AXISBANK,You paid ₹1259.82 to Uber/Ola. UPI Ref: 889578790
2339,2025-03-17 14:16:29,SBIINB,You paid ₹14638.62 to Uber/Ola. UPI Ref: 196494516
2340,2025-04-03 09:09:35,ICICIBANK,Rs. 7195.69 debited for Rent via NEFT to Laura. A/c bal: Rs. 45937.76
2341,2025-06-17 02:45:03,ICICIBANK,You paid ₹5521.88 to Uber/Ola. UPI Ref: 46108506
2342,2025-02-04 07:06:32,SBIINB,Rs. 10449.59 debited for Electricity/Water Bill.
2343,2025-01-09 08:33:58,HDFCBK,INR 1139.83 spent at Amazon. Avl bal: 30694.97
2344,2025-01-23 01:21:28,GPay,You paid ₹9627.32 to Uber/Ola. UPI Ref: 741496124
2345,2025-02-16 01:28:50,SBIINB,Rs. 8259.28 debited for Rent via NEFT to Judy. A/c bal: Rs. 26816.79
2346,2025-03-05 06:42:21,ICICIBANK,INR 6895.48 spent at Amazon. Avl bal: 47054.49
2347,2025-02-19 08:43:14,ICICIBANK,Rs. 10338.03 debited for Electricity/Water Bill.
2348,2025-03-16 09:36:44,HDFCBK,Rs. 7354.67 debited for Electricity/Water Bill.
2349,2025-06-04 01:52:56,HDFCBK,You paid ₹9147.84 to Uber/Ola. UPI Ref: 408127026
2350,2025-02-20 10:00:24,BOBBNK,INR 8008.98 spent at Amazon. Avl bal: 20915.67
2351,2025-02-06 05:29:12,HDFCBK,You paid ₹14998.63 to Uber/Ola. UPI Ref: 336945983
2352,2025-03-26 12:53:09,SBIINB,You paid ₹8111.35 to Uber/Ola. UPI Ref: 129721104
2353,2025-04-05 17:29:39,BOBBNK,INR 5550.51 spent at Amazon. Avl bal: 18025.76
2354,2025-02-18 12:34:37,AXISBANK,INR 10420.08 spent at Amazon. Avl bal: 20736.21
2355,2025-05-06 08:03:45,BOBBNK,Rs. 12266.3 debited towards Netflix/Amazon Prime. Thank you for using BOBBNK
2356,2025-05-29 18:24:41,SBIINB,Rs. 2022.62 debited towards Netflix/Amazon Prime. Thank you for using SBIINB
2357,2025-01-28 16:30:09,SBIINB,You paid ₹11982.35 to Uber/Ola. UPI Ref: 98483733
2358,2025-05-16 00:18:58,AXISBANK,Rs. 14767.61 debited for Rent via NEFT to Chris. A/c bal: Rs. 21248.57
2359,2025-03-08 01:22:01,SBIINB,INR 14866.59 spent at Swiggy/Zomato. Avl bal: 18141.14
2360,2025-02-03 19:46:02,BOBBNK,You paid ₹2579.48 to Uber/Ola. UPI Ref: 511381741
2361,2025-05-24 16:34:51,HDFCBK,INR 1289.53 spent at Amazon. Avl bal: 41593.13
2362,2025-03-25 17:38:10,ICICIBANK,Rs. 4534.22 debited for Rent via NEFT to Mark. A/c bal: Rs. 2813.05
2363,2025-03-31 14:37:01,SBIINB,Rs. 10902.12 debited towards Netflix/Amazon Prime. Thank you for using SBIINB
2364,2025-06-03 01:19:23,HDFCBK,Rs. 7336.33 debited for Rent via NEFT to Martha. A/c bal: Rs. 27243.49
2365,2025-03-16 11:29:29,SBIINB,Rs. 1944.43 debited for Rent via NEFT to Antonio. A/c bal: Rs. 48117.16
2366,2025-01-28 21:01:21,AXISBANK,Rs. 9617.54 debited towards Netflix/Amazon Prime. Thank you for using AXISBANK
2367,2025-04-20 21:58:18,BOBBNK,INR 3050.75 spent at Amazon. Avl bal: 35405.17
2368,2025-02-28 10:28:22,BOBBNK,Rs. 1028.22 debited for Rent via NEFT to Christian. A/c bal: Rs. 47766.73
2369,2025-06-09 18:37:40,AXISBANK,INR 5499.98 spent at Amazon. Avl bal: 25753.32
2370,2025-03-24 20:42:40,BOBBNK,Rs. 306.58 debited towards Netflix/Amazon Prime. Thank you for using BOBBNK
2371,2025-06-15 14:24:09,AXISBANK,INR 11158.54 spent at Amazon. Avl bal: 21664.21
2372,2025-03-29 21:06:47,AXISBANK,INR 10701.15 spent at Amazon. Avl bal: 43080.05
2373,2025-05-13 19:53:38,HDFCBK,INR 6520.46 spent at Swiggy/Zomato. Avl bal: 24744.31
2374,2025-04-11 07:45:27,SBIINB,INR 2360.11 spent at Swiggy/Zomato. Avl bal: 27064.31
2375,2024-12-25 14:51:20,ICICIBANK,INR 9721.78 spent at Swiggy/Zomato. Avl bal: 40299.39
2376,2025-05-26 10:53:56,SBIINB,Rs. 12093.81 debited for Rent via NEFT to Victoria. A/c bal: Rs. 19740.02
2377,2025-01-22 23:11:33,AXISBANK,Rs. 6660.62 debited towards Netflix/Amazon Prime. Thank you for using AXISBANK
2378,2024-12-25 16:02:11,HDFCBK,Rs. 1018.09 debited towards Netflix/Amazon Prime. Thank you for using HDFCBK
2379,2025-03-03 11:16:58,AXISBANK,Rs. 13545.85 debited for Rent via NEFT to Heather. A/c bal: Rs. 35421.28
