Date,UPI ID,Amount,Type,Purpose
2025-06-18,rentcollection@upi,4486.2,Credit,Subscription
2025-02-02,gpay@upi,4767.65,Debit,House Rent
2025-02-08,rentcollection@upi,13326.78,Debit,Subscription
2025-05-22,swiggy@upi,12932.71,Credit,Reimbursement
2025-01-27,phonepe@upi,1380.11,Credit,Food Delivery
2025-02-09,phonepe@upi,4146.88,Debit,Reimbursement
2025-06-24,amazon@upi,11427.79,Credit,Medical
2024-12-27,amazon@upi,2964.3,Debit,House Rent
2025-05-01,swiggy@upi,5345.9,Credit,Food Delivery
2025-02-06,amazon@upi,2810.17,Debit,Reimbursement
2025-03-29,swiggy@upi,6920.82,Credit,Reimbursement
2025-02-14,swiggy@upi,9924.36,Credit,Food Delivery
2025-04-14,amazon@upi,11778.18,Credit,Food Delivery
2025-05-04,swiggy@upi,13106.59,Credit,Medical
2025-06-05,amazon@upi,2307.57,Credit,Reimbursement
2025-05-03,phonepe@upi,5496.18,Debit,House Rent
2025-01-08,amazon@upi,7258.63,Debit,Medical
2025-06-21,gpay@upi,10194.58,Debit,Food Delivery
2025-02-20,gpay@upi,10621.83,Credit,Food Delivery
2025-04-06,swiggy@upi,2091.27,Credit,Medical
2025-03-30,amazon@upi,9722.33,Debit,Reimbursement
2025-01-05,phonepe@upi,6884.19,Debit,Food Delivery
2025-04-01,paytm@upi,9706.91,Credit,Shopping
2025-02-16,swiggy@upi,14677.83,Credit,Subscription
2025-04-25,paytm@upi,2147.63,Debit,House Rent
2025-03-30,gpay@upi,13822.8,Debit,House Rent
2025-04-07,paytm@upi,1443.93,Debit,Reimbursement
2025-06-08,paytm@upi,13484.85,Credit,Food Delivery
2025-01-04,paytm@upi,5629.93,Debit,Reimbursement
2025-01-04,paytm@upi,13257.93,Credit,Reimbursement
2025-01-03,phonepe@upi,6578.56,Credit,Food Delivery
2025-03-01,rentcollection@upi,10931.4,Credit,Reimbursement
2025-04-02,swiggy@upi,7122.31,Credit,Food Delivery
2025-04-07,rentcollection@upi,6953.11,Debit,Food Delivery
2025-01-31,swiggy@upi,14898.51,Credit,Medical
2025-04-13,swiggy@upi,3075.9,Credit,Subscription
2025-04-04,amazon@upi,6004.2,Debit,House Rent
2024-12-29,gpay@upi,177.3,Debit,Medical
2025-06-13,rentcollection@upi,14986.8,Credit,Food Delivery
2025-02-27,amazon@upi,11962.2,Credit,Subscription
2025-01-31,phonepe@upi,8559.03,Debit,Shopping
2025-04-18,phonepe@upi,9599.29,Credit,Medical
2025-01-13,rentcollection@upi,5998.87,Credit,Medical
2025-05-20,amazon@upi,9816.22,Debit,Shopping
2025-02-07,phonepe@upi,11197.08,Debit,Shopping
2025-03-18,amazon@upi,8409.63,Debit,House Rent
2025-01-06,swiggy@upi,5599.27,Debit,Subscription
2025-01-30,rentcollection@upi,1667.93,Credit,House Rent
2025-02-15,phonepe@upi,5503.82,Debit,House Rent
2025-04-16,gpay@upi,3551.94,Credit,Food Delivery
2025-01-24,gpay@upi,8952.02,Debit,House Rent
2025-04-13,rentcollection@upi,14390.03,Credit,Subscription
2025-03-04,amazon@upi,9092.12,Debit,Food Delivery
2025-02-15,swiggy@upi,3079.72,Debit,Medical
2025-02-12,phonepe@upi,13334.9,Credit,House Rent
2025-05-25,phonepe@upi,9433.34,Debit,Medical
2025-02-25,gpay@upi,14164.9,Debit,Reimbursement
2025-05-12,gpay@upi,3495.71,Debit,Medical
2025-06-06,amazon@upi,3916.99,Credit,Shopping
2025-02-17,swiggy@upi,8062.93,Debit,Subscription
2025-01-27,rentcollection@upi,8904.1,Debit,Shopping
2025-01-03,paytm@upi,2817.63,Credit,Subscription
2025-03-15,swiggy@upi,4821.99,Debit,House Rent
2025-03-13,paytm@upi,2361.43,Credit,Reimbursement
2025-01-02,gpay@upi,13113.11,Credit,Reimbursement
2025-06-19,swiggy@upi,6413.97,Credit,Shopping
2024-12-27,amazon@upi,9538.5,Debit,Shopping
2025-03-03,phonepe@upi,7245.95,Credit,House Rent
2025-05-05,swiggy@upi,2329.25,Credit,Food Delivery
2025-03-27,gpay@upi,10018.93,Debit,Shopping
2025-02-27,swiggy@upi,10018.89,Credit,Subscription
2025-03-15,gpay@upi,9720.08,Credit,Shopping
2025-01-01,swiggy@upi,9875.65,Credit,House Rent
2025-06-08,phonepe@upi,12973.67,Credit,Shopping
2025-04-06,phonepe@upi,11268.35,Debit,Medical
2025-05-21,phonepe@upi,6939.12,Debit,Medical
2025-05-03,amazon@upi,2999.63,Credit,Shopping
2025-03-01,rentcollection@upi,9734.0,Debit,Medical
2025-03-10,amazon@upi,11701.09,Credit,Food Delivery
2025-02-21,swiggy@upi,13380.87,Debit,Food Delivery
2025-03-29,swiggy@upi,9947.29,Debit,Reimbursement
2025-03-14,amazon@upi,13790.08,Debit,Subscription
2025-03-01,gpay@upi,6486.96,Credit,Subscription
2025-04-03,phonepe@upi,7488.92,Debit,House Rent
2025-03-03,amazon@upi,185.89,Credit,Food Delivery
2025-06-24,gpay@upi,14944.84,Credit,Shopping
2025-05-07,swiggy@upi,1056.26,Debit,Food Delivery
2025-02-15,amazon@upi,4369.2,Debit,Reimbursement
2025-01-01,amazon@upi,3604.98,Credit,Shopping
2025-01-10,paytm@upi,6140.48,Credit,Reimbursement
2025-01-20,rentcollection@upi,14338.47,Debit,Subscription
2025-04-17,amazon@upi,11420.88,Debit,Shopping
2025-03-18,rentcollection@upi,10946.92,Credit,Shopping
2025-02-02,paytm@upi,8504.05,Credit,Subscription
2025-01-11,amazon@upi,7708.71,Debit,Reimbursement
2025-06-13,gpay@upi,8330.23,Credit,Food Delivery
2025-04-30,paytm@upi,1569.84,Debit,Shopping
2025-04-16,paytm@upi,12795.74,Credit,Food Delivery
2025-05-03,paytm@upi,2218.88,Credit,Food Delivery
2025-02-15,phonepe@upi,13263.19,Credit,Shopping
2025-06-11,paytm@upi,468.62,Credit,Shopping
2025-04-25,paytm@upi,13902.76,Credit,Medical
2025-03-07,swiggy@upi,3660.99,Credit,Subscription
2024-12-27,gpay@upi,9665.44,Debit,Subscription
2025-01-04,paytm@upi,6121.22,Credit,Food Delivery
2025-01-01,swiggy@upi,1813.34,Debit,House Rent
2025-04-16,phonepe@upi,3059.24,Credit,Shopping
2025-04-15,phonepe@upi,12300.29,Credit,House Rent
2025-06-15,phonepe@upi,14614.67,Debit,Medical
2025-06-12,swiggy@upi,13076.47,Debit,Food Delivery
2025-04-13,paytm@upi,340.05,Debit,Subscription
2025-04-23,rentcollection@upi,638.13,Credit,Subscription
2025-04-13,phonepe@upi,10317.33,Debit,Shopping
2025-01-05,paytm@upi,4588.83,Debit,Reimbursement
2025-03-12,phonepe@upi,10345.94,Credit,Medical
2025-06-24,phonepe@upi,9747.9,Credit,Medical
2025-01-05,paytm@upi,5450.19,Debit,Subscription
2025-04-28,paytm@upi,4394.54,Credit,Reimbursement
2025-04-11,paytm@upi,9702.69,Debit,Medical
2025-03-03,amazon@upi,14664.56,Credit,Food Delivery
2025-05-05,rentcollection@upi,2353.01,Debit,Subscription
2025-02-07,amazon@upi,1928.28,Credit,Medical
2025-06-15,swiggy@upi,12164.74,Debit,Shopping
2025-04-08,paytm@upi,12830.69,Debit,Food Delivery
2025-02-22,gpay@upi,2620.48,Credit,Medical
2025-03-19,gpay@upi,3627.54,Debit,Subscription
2025-01-14,swiggy@upi,10020.89,Credit,Subscription
2025-03-31,gpay@upi,10537.85,Credit,Shopping
2025-04-21,paytm@upi,3889.78,Credit,Food Delivery
2025-05-26,amazon@upi,11323.48,Debit,Shopping
2025-03-05,amazon@upi,13397.41,Credit,Medical
2025-03-18,phonepe@upi,6488.85,Debit,Subscription
2025-01-11,gpay@upi,6935.29,Credit,House Rent
2025-06-06,amazon@upi,3864.42,Debit,Medical
2025-02-07,rentcollection@upi,3198.65,Debit,Shopping
2025-01-13,phonepe@upi,3461.32,Debit,Subscription
2025-04-25,amazon@upi,1846.17,Debit,Food Delivery
2025-05-04,swiggy@upi,10954.4,Credit,Shopping
2025-01-10,gpay@upi,2481.02,Credit,Food Delivery
2025-04-06,amazon@upi,9938.14,Debit,Subscription
2025-04-26,gpay@upi,10754.07,Credit,Shopping
2025-02-26,amazon@upi,10739.58,Debit,Subscription
2025-04-17,gpay@upi,1654.06,Credit,Food Delivery
2025-01-16,paytm@upi,4292.18,Debit,Medical
2025-05-06,phonepe@upi,10892.02,Debit,Subscription
2025-05-04,paytm@upi,2194.89,Credit,Reimbursement
2025-02-20,rentcollection@upi,9869.45,Debit,Shopping
2025-04-17,paytm@upi,6007.62,Credit,Subscription
2025-02-07,rentcollection@upi,7404.9,Credit,Subscription
2025-03-23,paytm@upi,1644.81,Debit,Reimbursement
2025-01-14,swiggy@upi,12663.34,Credit,Reimbursement
2025-04-14,rentcollection@upi,5929.36,Credit,Reimbursement
2025-05-28,rentcollection@upi,8583.8,Debit,Reimbursement
2025-06-08,rentcollection@upi,3676.55,Debit,Reimbursement
2025-03-17,phonepe@upi,7811.14,Debit,Food Delivery
2025-02-13,gpay@upi,6893.23,Debit,House Rent
2025-01-17,paytm@upi,8842.33,Debit,House Rent
2025-02-09,phonepe@upi,10388.0,Debit,Subscription
2025-02-01,amazon@upi,4055.52,Credit,Shopping
2025-03-22,paytm@upi,5344.09,Credit,Shopping
2025-03-06,phonepe@upi,9510.0,Debit,Subscription
2025-02-10,phonepe@upi,4171.56,Debit,House Rent
2025-04-12,gpay@upi,7222.01,Credit,Subscription
2025-01-07,amazon@upi,8136.28,Credit,Food Delivery
2025-03-04,amazon@upi,9306.24,Debit,House Rent
2025-05-14,amazon@upi,11553.54,Debit,House Rent
2024-12-29,amazon@upi,13438.62,Debit,Subscription
2025-04-18,swiggy@upi,11167.87,Debit,Reimbursement
2025-02-15,rentcollection@upi,494.01,Credit,House Rent
2025-02-19,swiggy@upi,2513.31,Debit,Reimbursement
2025-03-29,paytm@upi,574.04,Credit,Food Delivery
2025-06-06,paytm@upi,12774.01,Credit,Reimbursement
2025-03-10,amazon@upi,9373.34,Debit,Shopping
2025-05-26,rentcollection@upi,2952.09,Credit,Food Delivery
2025-05-22,amazon@upi,6222.43,Credit,Shopping
2025-01-21,gpay@upi,13618.53,Debit,Medical
2025-06-16,gpay@upi,2788.24,Debit,Food Delivery
2025-01-28,phonepe@upi,9794.56,Debit,Shopping
2025-04-06,swiggy@upi,5746.28,Credit,Subscription
2025-05-29,swiggy@upi,10921.37,Credit,Medical
2025-06-06,amazon@upi,11933.74,Credit,Shopping
2025-05-28,phonepe@upi,13862.3,Debit,House Rent
2025-03-14,rentcollection@upi,4745.89,Credit,Subscription
2025-02-23,amazon@upi,1491.51,Credit,House Rent
2024-12-25,swiggy@upi,207.51,Credit,Shopping
2024-12-30,paytm@upi,2300.52,Debit,Reimbursement
2025-03-18,rentcollection@upi,7679.48,Credit,Reimbursement
2025-06-11,gpay@upi,13030.17,Debit,House Rent
2025-04-21,gpay@upi,4699.22,Debit,Reimbursement
2025-06-10,paytm@upi,1233.28,Debit,Subscription
2025-01-22,swiggy@upi,11997.96,Debit,Shopping
2025-02-15,gpay@upi,6842.87,Debit,Shopping
2025-01-14,phonepe@upi,1386.36,Debit,Medical
2025-02-08,amazon@upi,8359.75,Debit,Subscription
2025-05-15,phonepe@upi,5508.84,Debit,Medical
2025-02-27,rentcollection@upi,7854.42,Debit,Reimbursement
2025-04-02,amazon@upi,1409.49,Debit,Food Delivery
2025-04-03,rentcollection@upi,14437.34,Credit,Subscription
2025-04-22,swiggy@upi,1119.44,Credit,Food Delivery
2025-04-18,paytm@upi,10997.13,Debit,Food Delivery
2025-04-20,rentcollection@upi,9154.64,Credit,Subscription
2025-04-27,swiggy@upi,10551.75,Debit,Reimbursement
2025-05-14,rentcollection@upi,11208.27,Debit,Subscription
2025-02-03,paytm@upi,1726.96,Credit,Food Delivery
2025-06-13,swiggy@upi,12242.65,Credit,House Rent
2025-06-08,gpay@upi,2961.76,Credit,House Rent
2025-05-18,phonepe@upi,7070.09,Credit,Shopping
2025-06-13,phonepe@upi,2557.25,Credit,Food Delivery
2025-01-21,rentcollection@upi,1001.08,Debit,House Rent
2025-03-19,paytm@upi,8422.59,Debit,Subscription
2025-06-13,gpay@upi,14516.08,Debit,Food Delivery
2025-05-22,paytm@upi,12799.37,Debit,Medical
2025-05-31,amazon@upi,1270.53,Credit,Food Delivery
2025-01-28,gpay@upi,6181.17,Debit,Shopping
2025-05-24,rentcollection@upi,14131.45,Credit,Food Delivery
2025-01-23,swiggy@upi,1670.55,Debit,Subscription
2025-04-06,swiggy@upi,6264.02,Credit,Medical
2025-05-23,gpay@upi,345.7,Debit,Subscription
2025-05-27,swiggy@upi,14112.3,Credit,Medical
2025-03-03,rentcollection@upi,2391.73,Debit,House Rent
2025-01-25,rentcollection@upi,6440.88,Debit,Medical
2025-03-03,amazon@upi,9493.32,Credit,Medical
2025-04-12,phonepe@upi,4196.99,Debit,Subscription
2025-06-20,gpay@upi,171.37,Credit,Food Delivery
2025-05-17,phonepe@upi,4128.29,Credit,House Rent
2025-02-14,paytm@upi,753.16,Credit,Medical
2024-12-27,amazon@upi,462.77,Debit,Reimbursement
2025-02-17,swiggy@upi,9905.25,Credit,Food Delivery
2025-01-24,gpay@upi,541.27,Debit,Food Delivery
2025-01-05,paytm@upi,13840.28,Credit,Shopping
2025-02-13,phonepe@upi,9726.98,Credit,Reimbursement
2025-03-31,amazon@upi,6104.37,Credit,Shopping
2025-02-12,paytm@upi,9411.09,Credit,Subscription
2025-04-28,gpay@upi,4313.34,Credit,Shopping
2025-03-10,swiggy@upi,9746.43,Credit,House Rent
2025-02-11,rentcollection@upi,11596.89,Credit,Medical
2025-02-04,rentcollection@upi,12409.08,Debit,Food Delivery
2025-05-20,gpay@upi,14524.65,Credit,Medical
2025-03-27,paytm@upi,11493.53,Credit,Subscription
2025-01-07,swiggy@upi,1056.4,Credit,Subscription
2025-02-04,swiggy@upi,3762.84,Credit,Food Delivery
2025-01-24,swiggy@upi,9563.7,Debit,Medical
2025-06-24,amazon@upi,160.43,Debit,Medical
2025-05-05,gpay@upi,14851.37,Credit,Reimbursement
2025-02-22,phonepe@upi,7134.15,Credit,Reimbursement
2024-12-27,amazon@upi,5424.2,Credit,Reimbursement
2025-05-18,amazon@upi,8280.24,Credit,Reimbursement
2025-04-13,phonepe@upi,6030.63,Credit,Food Delivery
2025-01-30,rentcollection@upi,4021.08,Credit,Reimbursement
2024-12-25,rentcollection@upi,12865.21,Credit,Reimbursement
2025-01-01,amazon@upi,4969.61,Debit,Reimbursement
2025-06-07,swiggy@upi,2239.05,Credit,House Rent
2025-03-10,amazon@upi,13819.93,Credit,Reimbursement
2025-01-15,paytm@upi,12869.58,Debit,Reimbursement
2025-05-27,rentcollection@upi,861.21,Debit,House Rent
2025-06-05,rentcollection@upi,1882.12,Debit,Food Delivery
2025-01-01,swiggy@upi,14389.94,Debit,House Rent
2025-01-11,phonepe@upi,3127.52,Debit,Food Delivery
2025-02-08,amazon@upi,14344.98,Debit,House Rent
2025-01-05,paytm@upi,6471.98,Credit,House Rent
2025-03-22,amazon@upi,4200.78,Debit,Reimbursement
2025-04-19,gpay@upi,11180.08,Credit,Reimbursement
2025-06-24,rentcollection@upi,2806.75,Debit,Reimbursement
2025-03-19,rentcollection@upi,8757.23,Debit,Reimbursement
2024-12-26,amazon@upi,7676.14,Debit,Subscription
2025-05-16,gpay@upi,6261.92,Debit,Medical
2025-06-17,phonepe@upi,232.23,Credit,House Rent
2025-06-14,swiggy@upi,12021.82,Credit,Medical
2025-05-07,paytm@upi,13670.03,Debit,Reimbursement
2025-02-15,rentcollection@upi,2407.49,Credit,Medical
2025-03-02,amazon@upi,11888.2,Debit,Reimbursement
2025-06-25,rentcollection@upi,4473.28,Credit,Reimbursement
2025-01-15,rentcollection@upi,8231.66,Credit,Shopping
2025-02-12,swiggy@upi,3269.17,Debit,Reimbursement
2025-04-24,gpay@upi,3770.19,Credit,Medical
2025-04-28,paytm@upi,3403.15,Debit,Food Delivery
2025-04-07,swiggy@upi,4234.96,Credit,Subscription
2025-02-23,paytm@upi,13633.81,Debit,Shopping
2025-04-08,paytm@upi,8131.72,Debit,Subscription
2025-05-23,phonepe@upi,9975.74,Credit,House Rent
2025-03-17,gpay@upi,2836.55,Debit,Medical
2025-01-26,paytm@upi,5375.68,Credit,Medical
2024-12-28,rentcollection@upi,491.66,Credit,Subscription
2025-02-10,swiggy@upi,2580.94,Credit,House Rent
2025-03-12,swiggy@upi,5796.33,Credit,Medical
2025-01-06,paytm@upi,1737.32,Credit,Reimbursement
2025-02-02,swiggy@upi,7849.94,Debit,Reimbursement
2025-03-10,amazon@upi,3397.91,Credit,Subscription
2025-05-22,paytm@upi,12436.0,Credit,Reimbursement
2025-02-16,rentcollection@upi,5454.6,Debit,House Rent
2025-06-24,phonepe@upi,277.47,Credit,House Rent
2025-01-19,gpay@upi,462.82,Credit,Medical
2024-12-25,paytm@upi,7560.89,Debit,Food Delivery
2025-04-21,gpay@upi,10760.72,Debit,Medical
2025-01-24,amazon@upi,1269.11,Debit,House Rent
2025-02-21,swiggy@upi,12700.29,Credit,Subscription
2025-03-16,swiggy@upi,8833.07,Debit,Food Delivery
2025-05-27,paytm@upi,2649.04,Credit,Subscription
2025-05-31,paytm@upi,5120.51,Credit,Food Delivery
2025-05-30,gpay@upi,2928.03,Credit,Medical
2025-06-12,amazon@upi,9514.94,Debit,Reimbursement
2025-04-13,paytm@upi,7210.39,Debit,House Rent
2025-01-23,paytm@upi,4826.07,Debit,Shopping
2025-05-22,paytm@upi,8367.54,Debit,Subscription
2025-02-23,rentcollection@upi,368.02,Debit,Food Delivery
2025-06-15,paytm@upi,2657.7,Debit,Medical
2025-03-01,gpay@upi,11832.85,Debit,Subscription
2025-05-26,amazon@upi,9900.97,Credit,Shopping
2025-04-19,amazon@upi,133.75,Debit,Subscription
2025-03-22,paytm@upi,3119.57,Credit,Subscription
2025-01-21,paytm@upi,7778.83,Credit,House Rent
2025-02-25,swiggy@upi,6479.03,Credit,Shopping
2025-04-29,paytm@upi,7726.51,Debit,House Rent
2025-02-23,gpay@upi,11578.0,Credit,Medical
2025-04-04,amazon@upi,12838.15,Credit,Medical
2025-02-28,gpay@upi,8099.19,Debit,Reimbursement
2025-06-02,swiggy@upi,9961.65,Debit,Subscription
2025-04-24,gpay@upi,10255.93,Credit,Subscription
2025-05-18,phonepe@upi,11412.72,Debit,Medical
2025-04-05,phonepe@upi,13112.7,Debit,Shopping
2025-04-13,rentcollection@upi,2280.69,Debit,Medical
2025-04-07,paytm@upi,9646.19,Credit,Food Delivery
2024-12-30,swiggy@upi,956.95,Credit,Shopping
2025-05-13,paytm@upi,11779.67,Credit,Medical
2024-12-28,paytm@upi,3315.09,Credit,Food Delivery
2025-03-20,phonepe@upi,9067.24,Credit,Medical
2025-02-04,amazon@upi,2466.33,Credit,House Rent
2025-05-04,swiggy@upi,14690.78,Credit,Subscription
2025-04-19,rentcollection@upi,10052.62,Credit,House Rent
2025-03-30,rentcollection@upi,13316.07,Credit,House Rent
2025-02-27,rentcollection@upi,10342.38,Credit,House Rent
2025-02-11,paytm@upi,9095.21,Credit,Shopping
2025-02-28,phonepe@upi,14279.1,Credit,Subscription
2025-03-19,phonepe@upi,3066.83,Credit,House Rent
2025-03-24,paytm@upi,13103.88,Credit,Shopping
2025-02-10,paytm@upi,6691.99,Debit,House Rent
2025-05-20,rentcollection@upi,1553.11,Debit,Food Delivery
2025-04-04,rentcollection@upi,12093.5,Credit,Subscription
2025-02-23,paytm@upi,8139.47,Credit,Medical
2025-06-20,rentcollection@upi,8156.43,Debit,Subscription
2025-01-12,phonepe@upi,5235.51,Debit,Reimbursement
2025-05-19,phonepe@upi,11104.99,Debit,Reimbursement
2025-04-05,rentcollection@upi,1644.33,Credit,Medical
2025-04-03,swiggy@upi,5534.36,Debit,Medical
2025-03-13,rentcollection@upi,12330.95,Debit,Medical
2025-06-13,gpay@upi,2564.91,Debit,Medical
2025-04-22,amazon@upi,9948.29,Debit,Food Delivery
2025-03-19,paytm@upi,3543.86,Debit,House Rent
2025-04-07,phonepe@upi,13753.81,Credit,Shopping
2025-02-24,phonepe@upi,11104.76,Debit,Food Delivery
2025-03-05,swiggy@upi,3101.84,Credit,Medical
2025-05-15,phonepe@upi,881.73,Debit,House Rent
2025-02-19,paytm@upi,4115.48,Credit,Medical
2025-02-15,rentcollection@upi,1004.11,Debit,Reimbursement
2025-03-15,paytm@upi,10095.02,Credit,Subscription
2025-04-17,paytm@upi,4464.67,Credit,Food Delivery
2025-05-27,gpay@upi,9696.31,Debit,Reimbursement
2025-03-14,rentcollection@upi,14819.01,Credit,Subscription
2025-04-14,paytm@upi,6734.31,Credit,Shopping
2025-02-22,rentcollection@upi,8849.59,Debit,Medical
2025-01-01,paytm@upi,6746.56,Debit,Medical
2025-01-31,swiggy@upi,181.19,Debit,Shopping
2025-01-17,gpay@upi,1547.14,Credit,Subscription
2025-06-16,paytm@upi,13694.05,Debit,Shopping
2024-12-28,rentcollection@upi,8451.19,Credit,House Rent
2025-01-18,phonepe@upi,1721.37,Credit,Food Delivery
2025-01-02,paytm@upi,12890.15,Debit,House Rent
2025-03-10,rentcollection@upi,14410.18,Credit,Food Delivery
2025-01-07,gpay@upi,14788.3,Debit,Reimbursement
2025-02-04,phonepe@upi,5673.93,Credit,Food Delivery
2025-04-27,swiggy@upi,9669.43,Credit,Food Delivery
2025-03-19,gpay@upi,13028.28,Credit,Food Delivery
2025-04-22,swiggy@upi,12875.92,Credit,Medical
2025-04-20,phonepe@upi,7194.4,Credit,Shopping
2025-06-11,gpay@upi,3581.64,Credit,Medical
2025-04-02,paytm@upi,11615.89,Credit,Food Delivery
2025-04-10,swiggy@upi,1385.26,Debit,Subscription
2025-04-15,gpay@upi,12258.07,Credit,Subscription
2025-01-08,rentcollection@upi,3334.38,Credit,Subscription
2025-05-04,phonepe@upi,8850.16,Credit,House Rent
2025-04-26,gpay@upi,10662.88,Credit,House Rent
2025-01-17,rentcollection@upi,11388.95,Credit,Reimbursement
2025-06-17,gpay@upi,9465.94,Debit,Subscription
2025-02-22,swiggy@upi,3594.54,Debit,House Rent
2025-01-04,paytm@upi,451.12,Debit,Food Delivery
2025-05-01,gpay@upi,9130.23,Credit,Subscription
2025-02-10,rentcollection@upi,5790.92,Debit,Shopping
2025-04-28,phonepe@upi,5986.33,Credit,Shopping
2025-06-20,phonepe@upi,10795.15,Credit,House Rent
2025-02-12,swiggy@upi,4766.11,Debit,Food Delivery
2025-05-28,phonepe@upi,11024.89,Credit,Shopping
2025-04-04,gpay@upi,2605.72,Debit,Reimbursement
2024-12-28,paytm@upi,4549.81,Debit,House Rent
2025-06-03,amazon@upi,7295.49,Debit,Medical
2025-05-13,gpay@upi,5116.53,Debit,Subscription
2025-01-10,swiggy@upi,12078.92,Credit,Medical
2025-04-02,rentcollection@upi,12038.91,Debit,Subscription
2025-04-28,paytm@upi,584.5,Credit,Shopping
2025-06-15,paytm@upi,13006.89,Debit,Food Delivery
2025-01-20,gpay@upi,8771.1,Debit,House Rent
2025-05-26,swiggy@upi,11404.3,Credit,Reimbursement
2025-06-04,rentcollection@upi,6307.22,Credit,Medical
2025-03-30,phonepe@upi,10774.41,Debit,House Rent
2025-04-27,swiggy@upi,14926.78,Debit,Shopping
2025-06-08,paytm@upi,7336.19,Debit,Reimbursement
2025-05-04,swiggy@upi,3422.4,Credit,Shopping
2025-04-04,phonepe@upi,2982.97,Credit,Food Delivery
2025-03-10,paytm@upi,4323.42,Debit,Food Delivery
2025-04-11,paytm@upi,5276.76,Credit,Shopping
2025-03-17,phonepe@upi,7224.13,Credit,Food Delivery
2025-04-02,amazon@upi,9782.91,Debit,Shopping
2025-06-24,paytm@upi,5340.0,Credit,Food Delivery
2025-01-07,swiggy@upi,10309.1,Credit,House Rent
2025-05-09,paytm@upi,5833.09,Debit,Subscription
2025-02-22,rentcollection@upi,6998.51,Debit,Subscription
2025-02-22,amazon@upi,4931.8,Debit,House Rent
2025-02-06,swiggy@upi,9482.29,Debit,Reimbursement
2025-02-14,swiggy@upi,3065.84,Credit,Reimbursement
2025-05-14,amazon@upi,1084.85,Credit,Medical
2025-02-03,paytm@upi,10441.66,Debit,Shopping
2025-04-17,gpay@upi,13311.96,Credit,Shopping
2025-04-05,phonepe@upi,4712.04,Debit,Reimbursement
2024-12-26,paytm@upi,10204.43,Credit,Reimbursement
2025-04-23,phonepe@upi,12361.0,Debit,Medical
2025-01-19,paytm@upi,10508.35,Credit,Shopping
2025-04-26,amazon@upi,1255.0,Credit,Medical
2025-06-19,swiggy@upi,1409.95,Debit,Reimbursement
2025-03-12,swiggy@upi,498.91,Credit,Medical
2025-02-20,gpay@upi,5786.65,Debit,Reimbursement
2025-04-27,gpay@upi,13133.42,Credit,House Rent
2025-06-23,swiggy@upi,7827.57,Debit,Food Delivery
2025-03-25,gpay@upi,3868.72,Debit,Reimbursement
2025-03-07,amazon@upi,1499.46,Debit,Shopping
2025-04-14,swiggy@upi,11098.9,Debit,Food Delivery
2025-05-11,phonepe@upi,4091.25,Debit,Medical
2025-01-03,gpay@upi,2820.22,Credit,Shopping
2025-01-11,gpay@upi,9917.81,Credit,Subscription
2025-01-12,rentcollection@upi,8269.12,Debit,Shopping
2025-03-30,swiggy@upi,12801.66,Credit,Reimbursement
2025-05-25,rentcollection@upi,7824.49,Credit,Subscription
2025-06-15,swiggy@upi,14596.09,Debit,Reimbursement
2025-06-01,paytm@upi,3074.58,Credit,Subscription
2025-04-27,paytm@upi,10458.51,Credit,Food Delivery
2024-12-29,amazon@upi,6758.23,Debit,House Rent
2025-02-26,gpay@upi,12652.66,Debit,Shopping
2025-05-19,phonepe@upi,5470.79,Credit,Reimbursement
2025-02-11,gpay@upi,8293.06,Debit,Food Delivery
2025-01-25,amazon@upi,205.08,Debit,House Rent
2025-01-01,rentcollection@upi,12921.81,Debit,Reimbursement
2025-06-16,swiggy@upi,4295.44,Debit,Reimbursement
2025-02-19,amazon@upi,171.88,Credit,Reimbursement
2024-12-30,phonepe@upi,10431.87,Debit,Shopping
2025-05-04,amazon@upi,1798.68,Debit,Food Delivery
2025-01-03,amazon@upi,4590.43,Credit,Food Delivery
2025-02-16,paytm@upi,2640.33,Credit,Medical
2025-03-30,swiggy@upi,2481.76,Debit,Shopping
2024-12-31,gpay@upi,12731.41,Debit,Shopping
2025-02-17,phonepe@upi,9882.85,Credit,Food Delivery
2025-02-26,gpay@upi,3117.4,Credit,House Rent
2025-06-23,paytm@upi,3575.94,Debit,Subscription
2025-05-20,gpay@upi,2042.78,Debit,Medical
2025-05-23,rentcollection@upi,13976.33,Debit,Subscription
2025-01-20,rentcollection@upi,8261.24,Debit,Subscription
2025-05-13,gpay@upi,13991.22,Credit,Subscription
2025-04-15,rentcollection@upi,5152.02,Debit,Medical
2025-03-25,rentcollection@upi,3886.78,Debit,Subscription
2025-04-05,paytm@upi,3414.35,Debit,Medical
2025-03-29,gpay@upi,9222.91,Debit,Shopping
2025-05-18,gpay@upi,6933.27,Debit,Medical
2025-02-12,gpay@upi,2471.62,Credit,Subscription
2025-01-23,paytm@upi,8660.57,Credit,Shopping
2025-05-21,amazon@upi,5130.56,Debit,Subscription
2025-02-17,phonepe@upi,3397.5,Debit,Shopping
2025-05-03,phonepe@upi,10498.33,Credit,Shopping
2025-05-11,phonepe@upi,5697.81,Debit,House Rent
2025-03-06,phonepe@upi,8998.85,Credit,Subscription
2025-06-22,gpay@upi,7966.2,Debit,Reimbursement
2025-06-20,paytm@upi,3881.98,Debit,Medical
2025-04-26,rentcollection@upi,1580.06,Credit,Food Delivery
2025-02-22,rentcollection@upi,12873.61,Credit,Reimbursement
