Month,Income (INR),Expense (INR),Savings (INR)
Dec 2024,63897.21,47454.54,16442.67
Jan 2025,50110.82,29253.14,20857.68
Jul 2024,77406.79,66764.81,10641.98
Jan 2025,73822.21,39801.85,34020.36
Apr 2025,53612.95,48471.38,5141.57
Nov 2024,68047.42,33717.02,34330.4
Jan 2025,66153.74,29097.79,37055.95
May 2025,75309.71,34442.75,40866.96
Apr 2025,63276.21,47608.46,15667.75
Feb 2025,32023.17,27283.33,4739.84
Jul 2024,71807.94,34299.59,37508.35
Dec 2024,65879.76,40990.0,24889.76
Sep 2024,70961.58,36982.86,33978.72
Jun 2025,78403.73,54582.76,23820.97
Jul 2024,44563.63,32994.56,11569.07
Jul 2024,40332.42,25599.86,14732.56
Jan 2025,41938.44,32426.58,9511.86
Feb 2025,37214.83,31713.97,5500.86
Jan 2025,46964.04,33074.06,13889.98
May 2025,76672.78,32314.01,44358.77
May 2025,44296.11,36773.25,7522.86
Jul 2024,77367.55,62616.13,14751.42
Apr 2025,43708.07,33481.87,10226.2
Mar 2025,65930.25,42918.14,23012.11
Dec 2024,65707.18,52307.58,13399.6
May 2025,68761.65,26053.74,42707.91
Feb 2025,51654.58,26099.88,25554.7
Jun 2025,37975.63,33767.44,4208.19
Jun 2024,40549.58,29017.11,11532.47
Feb 2025,42817.5,41255.6,1561.9
Oct 2024,55556.68,32503.52,23053.16
Aug 2024,49448.57,31433.86,18014.71
Oct 2024,51726.56,36194.1,15532.46
Jun 2025,36322.55,33064.77,3257.78
Oct 2024,61783.79,51055.81,10727.98
Dec 2024,77375.89,37477.98,39897.91
Jun 2025,43611.67,28609.06,15002.61
Jul 2024,69313.73,55926.31,13387.42
Mar 2025,35378.68,29373.76,6004.92
Apr 2025,77117.92,41269.04,35848.88
Apr 2025,72322.13,48117.88,24204.25
Nov 2024,43086.41,37352.1,5734.31
Aug 2024,35288.43,25856.22,9432.21
Oct 2024,31860.99,30746.33,1114.66
Nov 2024,45944.42,42584.23,3360.19
Jan 2025,50388.52,40775.53,9612.99
Nov 2024,34983.91,27412.8,7571.11
Apr 2025,79786.55,40398.77,39387.78
Feb 2025,50317.94,33170.35,17147.59
May 2025,65217.2,50224.81,14992.39
Nov 2024,43086.85,27933.75,15153.1
Nov 2024,47060.2,38893.62,8166.58
Nov 2024,53019.1,39744.68,13274.42
Mar 2025,43780.68,25484.3,18296.38
Feb 2025,39242.38,27541.08,11701.3
Feb 2025,52956.2,28092.27,24863.93
Dec 2024,42870.21,26747.32,16122.89
Apr 2025,76519.05,45485.01,31034.04
Mar 2025,77364.97,31587.67,45777.3
Jun 2025,32048.14,27288.33,4759.81
May 2025,47429.43,31642.48,15786.95
Jan 2025,36243.74,25180.62,11063.12
Feb 2025,54928.52,33297.2,21631.32
Feb 2025,41479.51,32885.41,8594.1
Dec 2024,70187.76,47603.19,22584.57
Mar 2025,32339.92,25446.88,6893.04
Jan 2025,72902.43,27347.44,45554.99
Mar 2025,63028.76,30750.34,32278.42
Dec 2024,55036.58,42236.31,12800.27
Nov 2024,59274.2,28561.05,30713.15
Aug 2024,64359.78,33899.82,30459.96
Nov 2024,53293.56,51357.27,1936.29
Nov 2024,51257.51,43585.61,7671.9
Jun 2024,53729.21,35693.7,18035.51
Oct 2024,59188.82,28402.01,30786.81
Jun 2025,56504.07,42890.85,13613.22
Jun 2024,72407.61,36021.75,36385.86
Apr 2025,32370.51,28503.63,3866.88
Apr 2025,52922.45,38294.52,14627.93
Sep 2024,55158.68,27628.9,27529.78
Apr 2025,38239.18,33164.84,5074.34
Oct 2024,47231.78,36201.77,11030.01
Jun 2025,47263.15,27973.42,19289.73
Jun 2025,56938.71,49769.94,7168.77
Dec 2024,65606.02,52121.71,13484.31
May 2025,57964.82,55438.65,2526.17
Jul 2024,76591.6,67659.8,8931.8
Feb 2025,65060.13,45014.63,20045.5
Dec 2024,63673.12,30059.87,33613.25
May 2025,48035.48,42070.56,5964.92
Jul 2024,33380.88,26069.93,7310.95
Jun 2024,64823.35,50935.17,13888.18
Aug 2024,51305.82,39562.82,11743.0
Dec 2024,42754.74,34917.4,7837.34
Sep 2024,58810.61,44316.51,14494.1
Aug 2024,53607.75,31612.47,21995.28
Jul 2024,51620.71,41560.2,10060.51
Sep 2024,56539.08,47227.34,9311.74
May 2025,55599.61,26540.59,29059.02
Dec 2024,53935.91,25280.21,28655.7
Jul 2024,53447.7,46814.11,6633.59
Oct 2024,74901.69,35090.46,39811.23
Oct 2024,65903.0,35778.71,30124.29
Mar 2025,35023.97,30969.73,4054.24
Mar 2025,43814.86,41289.72,2525.14
Nov 2024,57684.93,43921.4,13763.53
Jun 2025,50713.74,28014.28,22699.46
Apr 2025,73614.95,62513.29,11101.66
Dec 2024,33072.72,29495.17,3577.55
Oct 2024,42074.73,38362.98,3711.75
Dec 2024,79434.53,78431.13,1003.4
Aug 2024,42076.35,39957.97,2118.38
Nov 2024,35776.34,32021.95,3754.39
Jul 2024,57498.85,38093.99,19404.86
Sep 2024,39786.86,31861.91,7924.95
Jan 2025,39409.89,30601.03,8808.86
Jun 2025,78780.39,72491.67,6288.72
Aug 2024,62185.25,43102.61,19082.64
Jun 2025,78304.61,51543.03,26761.58
Jul 2024,46940.41,33418.53,13521.88
May 2025,55296.59,34278.49,21018.1
Aug 2024,57042.16,28924.69,28117.47
Jul 2024,70189.34,52945.21,17244.13
Mar 2025,45685.32,32193.65,13491.67
Mar 2025,35978.06,28786.68,7191.38
Nov 2024,76201.9,70050.06,6151.84
Oct 2024,64953.59,55489.06,9464.53
Sep 2024,52741.36,44527.74,8213.62
Jan 2025,64863.09,51496.67,13366.42
Jul 2024,37017.19,27284.96,9732.23
Dec 2024,72832.75,50590.97,22241.78
Jun 2025,40429.62,38431.43,1998.19
Jan 2025,79666.56,25253.64,54412.92
Jan 2025,56709.54,29081.32,27628.22
Jul 2024,62332.54,47305.39,15027.15
Oct 2024,45739.74,27607.84,18131.9
Jun 2025,47950.27,30592.02,17358.25
May 2025,42442.76,28135.49,14307.27
Mar 2025,55472.55,40995.47,14477.08
Sep 2024,55781.22,45555.32,10225.9
Jul 2024,32074.29,27259.11,4815.18
Sep 2024,50643.46,33233.19,17410.27
Jun 2025,50731.66,26299.14,24432.52
May 2025,49365.51,31661.55,17703.96
May 2025,55768.83,46688.6,9080.23
Apr 2025,48776.59,38603.5,10173.09
Aug 2024,65564.27,34286.0,31278.27
Oct 2024,67008.12,57516.28,9491.84
Jun 2025,48070.74,39824.52,8246.22
Jul 2024,79812.95,28429.95,51383.0
Aug 2024,51185.3,32482.25,18703.05
Jun 2024,32887.83,26476.08,6411.75
Dec 2024,44174.25,25449.97,18724.28
Oct 2024,65603.45,35653.84,29949.61
Nov 2024,43182.44,42121.94,1060.5
Sep 2024,55597.17,34170.15,21427.02
Jul 2024,65088.71,61992.65,3096.06
Nov 2024,72913.86,57817.07,15096.79
Oct 2024,45146.79,39704.88,5441.91
Oct 2024,36987.08,34451.93,2535.15
Dec 2024,58224.86,39730.13,18494.73
Jul 2024,47973.31,38939.31,9034.0
Oct 2024,63041.6,41543.1,21498.5
Feb 2025,50653.74,29424.38,21229.36
Aug 2024,56559.6,46603.82,9955.78
Jun 2025,59124.62,43447.9,15676.72
Oct 2024,43278.25,40797.76,2480.49
Aug 2024,58177.3,49376.74,8800.56
Sep 2024,45485.83,25523.16,19962.67
Apr 2025,39846.25,26660.03,13186.22
Sep 2024,56710.53,41174.56,15535.97
May 2025,74718.39,55314.13,19404.26
Apr 2025,45501.98,43409.84,2092.14
Dec 2024,71501.36,66196.66,5304.7
Apr 2025,33876.37,26015.74,7860.63
Oct 2024,52816.37,46154.74,6661.63
Jun 2025,63877.99,44728.98,19149.01
Jun 2025,58205.05,29276.78,28928.27
Sep 2024,39836.3,31680.7,8155.6
Feb 2025,45411.74,28782.37,16629.37
Apr 2025,48069.6,32888.98,15180.62
Oct 2024,61950.27,59817.26,2133.01
Jan 2025,46000.66,25307.75,20692.91
May 2025,78085.13,75029.59,3055.54
Oct 2024,38351.77,32176.51,6175.26
Jan 2025,53985.88,37185.01,16800.87
Mar 2025,72083.05,56927.47,15155.58
Jul 2024,78991.82,51951.84,27039.98
May 2025,61962.14,28238.45,33723.69
Aug 2024,77980.83,39804.4,38176.43
Feb 2025,78305.95,46401.12,31904.83
Jul 2024,39423.29,25932.82,13490.47
Apr 2025,54513.47,33904.67,20608.8
Feb 2025,41679.07,25638.32,16040.75
Nov 2024,61914.01,25913.08,36000.93
Jun 2025,48599.3,31084.63,17514.67
Oct 2024,67519.74,35681.45,31838.29
Nov 2024,64359.85,28679.21,35680.64
Apr 2025,37806.04,27987.92,9818.12
Feb 2025,54698.97,36865.43,17833.54
Jul 2024,49082.23,45251.19,3831.04
May 2025,39331.45,32925.69,6405.76
Feb 2025,59566.28,37698.05,21868.23
Mar 2025,78929.85,25571.18,53358.67
May 2025,74213.5,53373.47,20840.03
Nov 2024,61242.7,60106.66,1136.04
Sep 2024,40371.0,28262.73,12108.27
Jun 2025,61222.61,37337.72,23884.89
May 2025,60176.98,30575.19,29601.79
Sep 2024,64474.94,32589.04,31885.9
Dec 2024,56479.75,55052.36,1427.39
Mar 2025,71374.69,31868.79,39505.9
Aug 2024,55709.99,50314.57,5395.42
Nov 2024,61306.61,51231.46,10075.15
Jul 2024,66539.67,27508.22,39031.45
Nov 2024,43224.36,33102.77,10121.59
Feb 2025,43943.45,33070.92,10872.53
Oct 2024,73155.71,62791.4,10364.31
Dec 2024,40883.02,36990.56,3892.46
Nov 2024,76026.07,74543.73,1482.34
Nov 2024,62749.84,57466.42,5283.42
Jan 2025,36644.93,28414.64,8230.29
May 2025,66683.54,35319.71,31363.83
Jan 2025,44929.13,26980.32,17948.81
Jan 2025,63505.69,47214.86,16290.83
Apr 2025,41420.78,39492.83,1927.95
Jan 2025,31155.71,26412.34,4743.37
Jan 2025,65763.61,42962.69,22800.92
Mar 2025,48776.23,42633.95,6142.28
May 2025,58829.41,52645.99,6183.42
May 2025,64356.24,50825.17,13531.07
Sep 2024,78021.46,53121.15,24900.31
Apr 2025,41951.58,33895.63,8055.95
Nov 2024,42349.71,39838.32,2511.39
Aug 2024,64102.52,28894.65,35207.87
Aug 2024,65659.17,42156.24,23502.93
Apr 2025,70928.72,59769.76,11158.96
Dec 2024,34132.11,31163.37,2968.74
May 2025,55916.83,44733.63,11183.2
Sep 2024,67086.83,46616.8,20470.03
May 2025,39140.17,25888.58,13251.59
Nov 2024,59418.99,53786.63,5632.36
Jun 2024,59943.95,35672.22,24271.73
Jan 2025,66614.44,26683.81,39930.63
Nov 2024,41961.01,40640.13,1320.88
Jun 2024,34577.74,30807.93,3769.81
Jan 2025,31877.9,28689.46,3188.44
May 2025,33663.19,31486.29,2176.9
May 2025,78163.19,30912.66,47250.53
Jun 2025,55466.49,29908.07,25558.42
Dec 2024,55339.42,45467.68,9871.74
Nov 2024,55142.23,36718.38,18423.85
Jul 2024,66354.93,57401.48,8953.45
Nov 2024,40502.35,27977.64,12524.71
May 2025,58950.98,27286.39,31664.59
Mar 2025,67962.67,36677.76,31284.91
Jun 2025,75365.52,37999.61,37365.91
Sep 2024,59013.13,52448.68,6564.45
Jul 2024,78905.87,55630.06,23275.81
May 2025,44577.29,42178.05,2399.24
May 2025,79018.68,42292.3,36726.38
May 2025,36232.46,30455.28,5777.18
Nov 2024,62688.54,51407.29,11281.25
Dec 2024,43847.2,39365.16,4482.04
Feb 2025,46108.9,26420.86,19688.04
Jun 2025,70864.81,35195.18,35669.63
Nov 2024,73323.61,33687.89,39635.72
Aug 2024,49580.9,31708.87,17872.03
Feb 2025,41170.87,33800.43,7370.44
Nov 2024,58480.18,44845.64,13634.54
Nov 2024,47025.6,29527.26,17498.34
Feb 2025,77717.88,71627.14,6090.74
Sep 2024,61780.93,45953.57,15827.36
May 2025,34120.84,29430.85,4689.99
Jun 2025,47404.29,38264.29,9140.0
Nov 2024,72494.98,53055.77,19439.21
Oct 2024,69739.55,67461.21,2278.34
Sep 2024,30565.31,27864.62,2700.69
Oct 2024,50057.41,31211.42,18845.99
Sep 2024,31584.85,29110.09,2474.76
May 2025,79952.37,25511.13,54441.24
Aug 2024,60282.41,32020.16,28262.25
Feb 2025,46391.65,28121.05,18270.6
Jan 2025,40601.66,27452.12,13149.54
Sep 2024,39803.06,29309.52,10493.54
Dec 2024,46148.22,37308.95,8839.27
Sep 2024,31896.26,28100.23,3796.03
Jan 2025,41054.33,33897.47,7156.86
Aug 2024,62288.07,28626.07,33662.0
Oct 2024,37895.99,35251.2,2644.79
Apr 2025,72867.63,60145.31,12722.32
Jun 2025,57653.49,26765.19,30888.3
Sep 2024,31973.26,29023.99,2949.27
Dec 2024,34857.05,31626.01,3231.04
Jun 2024,77126.54,26202.55,50923.99
Apr 2025,78079.78,40167.48,37912.3
Aug 2024,72607.3,51240.21,21367.09
Apr 2025,40834.49,33680.41,7154.08
Dec 2024,33656.91,27540.83,6116.08
Oct 2024,47100.0,30725.76,16374.24
Dec 2024,30230.25,26589.29,3640.96
Jul 2024,75243.5,47366.17,27877.33
Sep 2024,60354.79,36465.62,23889.17
May 2025,78516.25,49923.63,28592.62
Aug 2024,67811.83,57165.94,10645.89
Oct 2024,55816.26,29450.19,26366.07
Oct 2024,30867.73,25690.71,5177.02
Dec 2024,74065.7,66699.48,7366.22
Mar 2025,62551.09,55463.14,7087.95
Apr 2025,49050.4,33990.85,15059.55
Jun 2024,71403.88,63850.08,7553.8
Jan 2025,69928.75,45558.57,24370.18
Feb 2025,39427.27,26839.04,12588.23
Dec 2024,47078.75,29141.6,17937.15
Apr 2025,62488.3,29328.91,33159.39
Oct 2024,52707.25,41523.7,11183.55
Jan 2025,59656.41,47422.59,12233.82
Jul 2024,31645.35,26103.11,5542.24
Oct 2024,48500.55,42748.81,5751.74
Dec 2024,45377.75,41085.71,4292.04
Dec 2024,69180.2,45185.73,23994.47
Dec 2024,46001.71,30447.02,15554.69
Mar 2025,78342.08,47746.76,30595.32
Feb 2025,54064.0,52656.14,1407.86
Feb 2025,39337.18,36097.53,3239.65
Oct 2024,79035.93,40122.39,38913.54
Nov 2024,50425.26,44192.39,6232.87
Nov 2024,31870.15,28870.28,2999.87
Jul 2024,55843.7,34530.56,21313.14
Apr 2025,56364.51,54299.6,2064.91
Oct 2024,48920.46,36928.16,11992.3
Jan 2025,31894.66,28227.04,3667.62
Jul 2024,33411.08,28548.51,4862.57
Nov 2024,54062.56,40843.95,13218.61
Sep 2024,51276.37,49490.43,1785.94
Apr 2025,48896.85,32917.76,15979.09
Dec 2024,39466.36,35130.52,4335.84
Sep 2024,77429.21,30574.05,46855.16
May 2025,55222.67,28001.41,27221.26
Oct 2024,47476.6,45074.76,2401.84
Jul 2024,39601.02,26850.27,12750.75
Jul 2024,63328.38,29073.97,34254.41
Jun 2025,62581.21,52834.42,9746.79
Apr 2025,34193.34,25959.44,8233.9
Dec 2024,42164.99,39605.79,2559.2
Jun 2025,30701.9,26673.91,4027.99
Dec 2024,49540.1,26651.9,22888.2
Jun 2025,36781.95,32655.51,4126.44
Sep 2024,38689.44,32603.94,6085.5
Dec 2024,66848.37,30792.02,36056.35
Apr 2025,61259.43,40120.32,21139.11
Jun 2024,79608.18,33269.0,46339.18
Sep 2024,47434.53,43969.95,3464.58
Mar 2025,52270.19,33233.01,19037.18
Jan 2025,58152.01,49733.31,8418.7
Mar 2025,42352.19,38639.06,3713.13
Aug 2024,32435.75,25112.54,7323.21
Sep 2024,32297.78,25764.39,6533.39
Jul 2024,41490.05,32064.84,9425.21
Dec 2024,68435.77,31847.14,36588.63
Jul 2024,62422.07,50339.56,12082.51
Mar 2025,58451.57,45756.44,12695.13
Jul 2024,41449.54,27054.9,14394.64
Nov 2024,32529.38,26333.18,6196.2
Apr 2025,74230.79,51024.99,23205.8
Nov 2024,71157.95,41267.48,29890.47
Apr 2025,61173.75,44918.53,16255.22
Feb 2025,33129.84,25602.17,7527.67
Feb 2025,36142.47,31219.63,4922.84
Oct 2024,52520.19,27626.79,24893.4
Nov 2024,44051.84,40904.28,3147.56
Jan 2025,36528.76,33569.03,2959.73
Apr 2025,38985.43,25685.53,13299.9
Mar 2025,42373.75,37001.25,5372.5
Dec 2024,34506.18,28784.41,5721.77
Dec 2024,65384.51,62975.23,2409.28
Jul 2024,58083.51,40367.95,17715.56
Mar 2025,53977.12,34611.28,19365.84
Feb 2025,75952.61,40463.41,35489.2
Mar 2025,73852.22,57631.26,16220.96
Dec 2024,70425.41,42641.82,27783.59
Nov 2024,48353.56,37595.55,10758.01
Jul 2024,50369.09,33320.73,17048.36
Jul 2024,42699.24,27523.86,15175.38
Nov 2024,38924.33,36574.89,2349.44
Dec 2024,33577.89,31090.98,2486.91
Aug 2024,67224.17,63093.1,4131.07
Jun 2024,32151.56,27606.63,4544.93
Jun 2025,75528.4,41186.05,34342.35
May 2025,79407.3,75510.08,3897.22
Dec 2024,60046.57,50674.1,9372.47
Apr 2025,70125.79,58663.84,11461.95
Dec 2024,47251.73,28920.11,18331.62
Sep 2024,34246.52,28691.9,5554.62
Jan 2025,64038.8,50483.35,13555.45
Dec 2024,36643.78,32096.24,4547.54
Oct 2024,79326.57,43949.04,35377.53
Aug 2024,39541.71,29543.59,9998.12
Mar 2025,44552.12,27895.8,16656.32
Dec 2024,56692.44,30918.04,25774.4
Apr 2025,48807.74,37182.16,11625.58
Jan 2025,41033.86,32971.66,8062.2
Jan 2025,56313.99,36257.71,20056.28
Aug 2024,72953.97,33492.69,39461.28
Apr 2025,75384.78,61579.14,13805.64
Sep 2024,42404.25,36172.65,6231.6
Dec 2024,39349.53,32217.39,7132.14
Dec 2024,43851.7,27256.44,16595.26
Aug 2024,30652.73,27266.61,3386.12
Jun 2025,48932.65,30722.57,18210.08
Mar 2025,69326.48,39264.05,30062.43
Oct 2024,75889.65,61142.78,14746.87
Mar 2025,76342.31,61875.54,14466.77
Jun 2025,53169.48,44127.41,9042.07
Dec 2024,30004.7,27278.52,2726.18
Jan 2025,38482.45,36815.14,1667.31
Mar 2025,56398.01,28974.39,27423.62
Jan 2025,77780.48,41642.34,36138.14
Nov 2024,32744.05,30859.94,1884.11
Sep 2024,54859.18,52502.09,2357.09
Jul 2024,67125.85,38343.54,28782.31
Jan 2025,31123.97,25642.93,5481.04
Dec 2024,39251.69,28080.29,11171.4
Sep 2024,39100.03,36079.01,3021.02
Jul 2024,30203.65,28550.99,1652.66
Oct 2024,43497.27,37980.65,5516.62
Mar 2025,73253.45,58625.17,14628.28
May 2025,59391.79,33274.81,26116.98
Jun 2025,44974.04,26191.14,18782.9
Sep 2024,30258.52,26889.05,3369.47
Dec 2024,50363.42,42988.04,7375.38
Apr 2025,41503.03,26602.0,14901.03
Jan 2025,34093.68,26151.82,7941.86
Apr 2025,61129.08,30500.72,30628.36
Oct 2024,66143.35,60977.91,5165.44
Aug 2024,60455.26,57164.75,3290.51
May 2025,54769.92,41518.21,13251.71
Jan 2025,46660.69,43046.06,3614.63
May 2025,71803.03,54403.63,17399.4
Jul 2024,46206.37,44304.63,1901.74
Feb 2025,32478.17,29559.88,2918.29
Sep 2024,45160.63,36808.14,8352.49
Sep 2024,31229.31,29842.63,1386.68
May 2025,33170.58,29650.62,3519.96
Dec 2024,34844.82,33665.98,1178.84
Apr 2025,31656.48,26539.58,5116.9
Dec 2024,76229.33,71373.11,4856.22
Jan 2025,62026.83,31707.27,30319.56
Jul 2024,65810.87,31160.16,34650.71
Dec 2024,66834.56,30834.14,36000.42
Dec 2024,77112.53,72024.85,5087.68
Nov 2024,49378.14,30212.73,19165.41
Oct 2024,35839.12,25012.62,10826.5
Oct 2024,48345.93,46009.62,2336.31
Jan 2025,66631.96,53396.38,13235.58
Nov 2024,76229.5,43202.85,33026.65
Jun 2025,67536.72,64756.13,2780.59
Nov 2024,30810.37,27433.61,3376.76
Sep 2024,38692.08,36162.28,2529.8
Jun 2025,56979.99,40030.11,16949.88
Dec 2024,76973.99,65906.51,11067.48
Nov 2024,41244.19,35918.35,5325.84
Jul 2024,33332.68,26380.37,6952.31
Sep 2024,46259.32,31749.52,14509.8
Jun 2024,53659.42,40851.11,12808.31
Jan 2025,62938.5,59896.96,3041.54
Nov 2024,77539.97,65836.32,11703.65
Jun 2025,75303.71,72131.73,3171.98
Apr 2025,67806.63,40143.71,27662.92
Dec 2024,72151.22,69856.12,2295.1
Feb 2025,35816.51,31864.33,3952.18
Apr 2025,64940.23,39384.41,25555.82
Jul 2024,63384.3,34589.58,28794.72
Aug 2024,30392.5,28686.79,1705.71
May 2025,67584.94,43157.04,24427.9
Nov 2024,60389.75,27476.27,32913.48
Feb 2025,35745.14,33497.58,2247.56
Dec 2024,33598.64,31598.28,2000.36
Oct 2024,60043.71,27576.08,32467.63
Jun 2025,60709.39,42507.73,18201.66
Jul 2024,30560.09,25934.45,4625.64
Jul 2024,49430.63,40649.14,8781.49
Sep 2024,63053.12,57738.44,5314.68
Apr 2025,50775.37,41733.76,9041.61
Mar 2025,44269.97,27697.05,16572.92
Jun 2025,30274.99,26551.8,3723.19
Aug 2024,79186.92,34251.42,44935.5
May 2025,55802.94,30634.31,25168.63
Feb 2025,68314.53,27206.04,41108.49
Nov 2024,71534.99,46281.21,25253.78
Jul 2024,57867.17,45877.55,11989.62
Jan 2025,72123.46,40155.29,31968.17
Nov 2024,61617.23,42069.16,19548.07
Dec 2024,77766.9,62324.32,15442.58
Oct 2024,68601.26,46812.73,21788.53
Mar 2025,65523.02,48966.74,16556.28
Oct 2024,75940.26,57765.44,18174.82
Oct 2024,43876.48,28397.75,15478.73
Jan 2025,58799.35,38055.67,20743.68
May 2025,58754.67,56355.81,2398.86
Nov 2024,54568.53,48901.1,5667.43
Sep 2024,38436.8,27320.84,11115.96
Sep 2024,65830.33,41615.05,24215.28
Jul 2024,62869.15,40489.23,22379.92
Jul 2024,35484.11,33086.74,2397.37
Jun 2025,78721.98,63000.35,15721.63
Jul 2024,78524.38,59910.35,18614.03
Jun 2024,52675.33,49439.67,3235.66
Mar 2025,75235.99,62141.74,13094.25
Jul 2024,50976.26,27933.69,23042.57
Dec 2024,67223.43,46361.78,20861.65
Sep 2024,50563.54,40487.04,10076.5
Dec 2024,37108.05,29872.93,7235.12
Dec 2024,64959.19,52493.38,12465.81
Sep 2024,38190.46,34799.63,3390.83
Mar 2025,61686.68,36993.14,24693.54
Nov 2024,68560.54,30436.38,38124.16
Jun 2025,65139.89,47796.43,17343.46
Nov 2024,70639.85,51881.07,18758.78
Feb 2025,74295.52,55189.17,19106.35
Mar 2025,31654.09,29040.9,2613.19
Nov 2024,40776.72,38143.9,2632.82
Apr 2025,57396.73,40780.62,16616.11
May 2025,32798.36,31068.2,1730.16
Jan 2025,34500.0,29481.57,5018.43
Feb 2025,54226.58,40334.06,13892.52
Aug 2024,34940.28,27968.49,6971.79
May 2025,67375.18,41333.79,26041.39
Jun 2025,45643.36,26046.99,19596.37
Feb 2025,30097.42,27064.17,3033.25
Feb 2025,77449.86,55960.74,21489.12
Apr 2025,78564.35,77197.91,1366.44
Feb 2025,76489.95,55512.99,20976.96
Aug 2024,43782.74,36198.58,7584.16
Feb 2025,68609.57,35923.73,32685.84
Apr 2025,65223.53,57303.79,7919.74
Jul 2024,40097.0,37921.67,2175.33
Dec 2024,48955.88,40862.26,8093.62
Jan 2025,45285.1,37299.29,7985.81
Dec 2024,68266.99,34577.41,33689.58
Jul 2024,48352.62,27248.64,21103.98
Sep 2024,57458.55,52382.67,5075.88
Oct 2024,73664.99,66514.35,7150.64
Oct 2024,44593.07,30616.32,13976.75
Dec 2024,79003.02,57652.74,21350.28
Jan 2025,79523.29,26573.4,52949.89
Jan 2025,38177.56,35937.41,2240.15
May 2025,36971.45,26540.93,10430.52
Sep 2024,39726.99,38441.51,1285.48
Jun 2025,33721.54,30825.78,2895.76
Dec 2024,40961.28,31088.08,9873.2
May 2025,37971.72,29656.84,8314.88
Oct 2024,60524.24,42541.19,17983.05
Feb 2025,62780.23,58706.99,4073.24
May 2025,77305.2,65813.47,11491.73
Jul 2024,51810.61,45558.2,6252.41
Jul 2024,62027.37,38818.36,23209.01
Nov 2024,66768.56,28942.55,37826.01
Jun 2025,38529.93,26528.29,12001.64
Jun 2025,58963.42,28868.31,30095.11
May 2025,74934.06,66795.84,8138.22
Jul 2024,77516.75,41520.01,35996.74
Sep 2024,66620.31,59962.5,6657.81
Jul 2024,49493.63,41692.49,7801.14
Sep 2024,59458.22,57673.42,1784.8
Mar 2025,33977.34,32428.87,1548.47
Feb 2025,66531.77,36160.96,30370.81
Sep 2024,38066.57,30944.32,7122.25
Dec 2024,44257.06,41110.98,3146.08
Jun 2025,43717.02,27947.03,15769.99
Aug 2024,61552.13,33383.52,28168.61
Mar 2025,42233.5,26853.7,15379.8
Jun 2025,68609.24,46760.47,21848.77
Jul 2024,73978.27,45876.14,28102.13
Nov 2024,68931.3,26855.88,42075.42
Mar 2025,39160.07,34124.46,5035.61
Dec 2024,30967.57,27878.79,3088.78
Apr 2025,36490.78,27786.32,8704.46
Feb 2025,44378.75,38396.69,5982.06
Nov 2024,71617.73,65782.57,5835.16
Mar 2025,66715.57,35927.82,30787.75
Nov 2024,36416.05,34157.28,2258.77
Nov 2024,65517.03,43842.23,21674.8
Dec 2024,79981.83,25140.78,54841.05
Feb 2025,32366.52,25153.43,7213.09
May 2025,74689.9,28367.68,46322.22
Sep 2024,48231.16,28127.78,20103.38
Dec 2024,68147.37,62588.03,5559.34
Apr 2025,44817.85,33048.79,11769.06
Apr 2025,47433.29,25273.48,22159.81
Apr 2025,64570.57,36028.42,28542.15
Feb 2025,65015.86,39857.12,25158.74
Jan 2025,63793.84,34428.5,29365.34
Dec 2024,34741.91,30324.41,4417.5
Oct 2024,36477.97,25078.98,11398.99
Feb 2025,60109.43,29893.23,30216.2
Nov 2024,48264.3,38630.13,9634.17
Feb 2025,49033.04,36497.26,12535.78
Dec 2024,71755.15,32012.03,39743.12
Oct 2024,41535.34,27158.72,14376.62
Dec 2024,52549.13,45790.69,6758.44
Aug 2024,68308.32,63417.3,4891.02
Sep 2024,55508.18,41918.96,13589.22
Feb 2025,68656.13,55070.9,13585.23
Apr 2025,79746.01,40844.11,38901.9
Sep 2024,71442.6,46945.07,24497.53
Mar 2025,72134.32,68906.91,3227.41
Sep 2024,69017.83,38612.17,30405.66
Nov 2024,33316.3,29586.15,3730.15
Sep 2024,36256.53,34437.92,1818.61
Feb 2025,42616.02,32458.51,10157.51
Dec 2024,53677.31,28741.35,24935.96
Dec 2024,63458.71,25793.67,37665.04
Aug 2024,70176.56,60687.0,9489.56
Feb 2025,49860.34,28988.61,20871.73
Jan 2025,38004.58,33496.89,4507.69
Aug 2024,59513.1,44240.11,15272.99
Aug 2024,79920.82,71537.55,8383.27
May 2025,53874.09,29837.48,24036.61
Mar 2025,33140.26,31438.52,1701.74
Nov 2024,68549.44,38777.59,29771.85
Nov 2024,31748.11,28099.72,3648.39
Jul 2024,64566.55,57348.2,7218.35
Dec 2024,59688.87,35199.64,24489.23
Sep 2024,66065.99,53264.29,12801.7
Mar 2025,73025.08,39899.78,33125.3
May 2025,52909.17,38307.66,14601.51
Dec 2024,44640.26,25079.35,19560.91
Aug 2024,63365.4,48527.35,14838.05
Sep 2024,39395.91,26568.45,12827.46
Dec 2024,45310.23,41613.51,3696.72
Sep 2024,33011.52,30774.59,2236.93
Dec 2024,34824.22,28665.87,6158.35
Apr 2025,58891.02,40611.46,18279.56
Jul 2024,67824.14,61896.68,5927.46
Apr 2025,35145.48,32700.37,2445.11
May 2025,43927.78,37412.74,6515.04
May 2025,71733.03,39685.22,32047.81
Jan 2025,30437.91,29126.64,1311.27
Jun 2025,79081.79,66308.64,12773.15
